Time,PTime,LED,Speaker,Control,Energy,Theta,dTheta,Phi,dPhi
1.946524,1.946752,1,0,0.1121,-0.00462990,0.09803948,-0.11688767,-10.21893244,-0.37221411
1.950000,1.950246,1,0,0.1098,-0.00449382,0.09745504,-0.14120006,-10.22079351,-0.26538638
1.950573,1.950692,1,1,0.1098,-0.00449382,0.09745504,-0.14120006,-10.22079351,-0.26538638
1.954622,1.954870,1,0,0.1098,-0.00449382,0.09745504,-0.14120006,-10.22079351,-0.26538638
1.955000,1.955073,1,0,0.1075,-0.00433421,0.09674904,-0.16484469,-10.22212044,-0.16070008
1.958672,1.958918,1,1,0.1075,-0.00433421,0.09674904,-0.16484469,-10.22212044,-0.16070008
1.960000,1.960126,1,1,0.1050,-0.00415300,0.09592482,-0.18778963,-10.22292394,-0.05826152
1.962721,1.962841,1,0,0.1050,-0.00415300,0.09592482,-0.18778963,-10.22292394,-0.05826152
1.965000,1.965219,1,0,0.1025,-0.00395218,0.09498587,-0.21000631,-10.22321525,0.04183145
1.966770,1.967004,1,1,0.1025,-0.00395218,0.09498587,-0.21000631,-10.22321525,0.04183145
1.970000,1.970248,1,1,0.0998,-0.00373377,0.09393584,-0.23146946,-10.22300609,0.13948916
1.970820,1.970939,1,0,0.0998,-0.00373377,0.09393584,-0.23146946,-10.22300609,0.13948916
1.974869,1.975121,1,1,0.0998,-0.00373377,0.09393584,-0.23146946,-10.22300609,0.13948916
1.975000,1.975145,1,1,0.0971,-0.00349984,0.09277849,-0.25215710,-10.22230865,0.23462986
1.978918,1.979169,1,0,0.0971,-0.00349984,0.09277849,-0.25215710,-10.22230865,0.23462986
1.980000,1.980120,1,0,0.0943,-0.00325245,0.09151771,-0.27205043,-10.22113550,0.32717938
1.982968,1.983214,1,1,0.0943,-0.00325245,0.09151771,-0.27205043,-10.22113550,0.32717938
1.985000,1.985122,1,1,0.0915,-0.00299367,0.09015745,-0.29113371,-10.21949960,0.41707080
1.987017,1.987247,1,0,0.0915,-0.00299367,0.09015745,-0.29113371,-10.21949960,0.41707080
1.990000,1.990069,1,0,0.0886,-0.00272552,0.08870179,-0.30939414,-10.21741425,0.50424412
1.991066,1.991182,1,1,0.0886,-0.00272552,0.08870179,-0.30939414,-10.21741425,0.50424412
1.995000,1.995251,1,1,0.0856,-0.00244999,0.08715481,-0.32682173,-10.21489303,0.58864586
1.995116,1.995268,1,0,0.0856,-0.00244999,0.08715481,-0.32682173,-10.21489303,0.58864586
1.999165,1.999429,1,1,0.0856,-0.00244999,0.08715481,-0.32682173,-10.21489303,0.58864586
2.000000,2.000123,1,1,0.0826,-0.00216903,0.08552071,-0.34340916,-10.21194980,0.67022878
2.003214,2.003462,1,0,0.0826,-0.00216903,0.08552071,-0.34340916,-10.21194980,0.67022878
2.005000,2.005124,1,0,0.0796,-0.00188451,0.08380366,-0.35915157,-10.20859865,0.74895144
2.007264,2.007503,1,1,0.0796,-0.00188451,0.08380366,-0.35915157,-10.20859865,0.74895144
2.010000,2.010245,1,1,0.0765,-0.00159822,0.08200790,-0.37404646,-10.20485390,0.82477792
2.011313,2.011441,1,0,0.0765,-0.00159822,0.08200790,-0.37404646,-10.20485390,0.82477792
2.015000,2.015218,1,0,0.0734,-0.00131189,0.08013767,-0.38809347,-10.20073001,0.89767747
2.015362,2.015427,1,1,0.0734,-0.00131189,0.08013767,-0.38809347,-10.20073001,0.89767747
2.019411,2.019620,1,0,0.0734,-0.00131189,0.08013767,-0.38809347,-10.20073001,0.89767747
2.020000,2.020123,1,0,0.0703,-0.00102716,0.07819720,-0.40129422,-10.19624162,0.96762414
2.023461,2.023631,1,1,0.0703,-0.00102716,0.07819720,-0.40129422,-10.19624162,0.96762414
2.025000,2.025228,1,1,0.0672,-0.00074555,0.07619073,-0.41365214,-10.19140350,1.03459656
2.027510,2.027592,1,0,0.0672,-0.00074555,0.07619073,-0.41365214,-10.19140350,1.03459656
2.030000,2.030247,1,0,0.0640,-0.00046852,0.07412247,-0.42517231,-10.18623052,1.09857756
2.031559,2.031641,1,1,0.0640,-0.00046852,0.07412247,-0.42517231,-10.18623052,1.09857756
2.035000,2.035257,1,1,0.0608,-0.00019740,0.07199661,-0.43586128,-10.18073763,1.15955397
2.035609,2.035712,1,0,0.0608,-0.00019740,0.07199661,-0.43586128,-10.18073763,1.15955397
2.039658,2.039738,1,1,0.0608,-0.00019740,0.07199661,-0.43586128,-10.18073763,1.15955397
2.040000,2.040107,1,1,0.0577,0.00006656,0.06981730,-0.44572691,-10.17493986,1.21751631
2.043707,2.043785,1,0,0.0577,0.00006656,0.06981730,-0.44572691,-10.17493986,1.21751631
2.045000,2.045237,1,0,0.0545,0.00032224,0.06758867,-0.45477823,-10.16885228,1.27245861
2.047757,2.047877,1,1,0.0545,0.00032224,0.06758867,-0.45477823,-10.16885228,1.27245861
2.050000,2.050243,1,1,0.0513,0.00056858,0.06531478,-0.46302528,-10.16248998,1.32437819
2.051806,2.051935,1,0,0.0513,0.00056858,0.06531478,-0.46302528,-10.16248998,1.32437819
2.055000,2.055259,1,0,0.0482,0.00080467,0.06299965,-0.47047897,-10.15586809,1.37327545
2.055855,2.055980,1,1,0.0482,0.00080467,0.06299965,-0.47047897,-10.15586809,1.37327545
2.059905,2.060016,1,0,0.0482,0.00080467,0.06299965,-0.47047897,-10.15586809,1.37327545
2.060000,2.060042,1,0,0.0450,0.00102966,0.06064726,-0.47715099,-10.14900172,1.41915375
2.063954,2.064085,1,1,0.0450,0.00102966,0.06064726,-0.47715099,-10.14900172,1.41915375
2.065000,2.065144,1,1,0.0419,0.00124282,0.05826150,-0.48305364,-10.14190595,1.46201921
2.068003,2.068130,1,0,0.0419,0.00124282,0.05826150,-0.48305364,-10.14190595,1.46201921
2.070000,2.070240,1,0,0.0387,0.00144351,0.05584623,-0.48819976,-10.13459585,1.50188066
2.072053,2.072183,1,1,0.0387,0.00144351,0.05584623,-0.48819976,-10.13459585,1.50188066
2.075000,2.075255,1,1,0.0356,0.00163119,0.05340523,-0.49260260,-10.12708645,1.53874947
2.076102,2.076225,1,0,0.0356,0.00163119,0.05340523,-0.49260260,-10.12708645,1.53874947
2.080000,2.080129,1,0,0.0325,0.00180539,0.05094222,-0.49627580,-10.11939270,1.57263951
2.080151,2.080215,1,1,0.0325,0.00180539,0.05094222,-0.49627580,-10.11939270,1.57263951
2.084201,2.084331,1,0,0.0325,0.00180539,0.05094222,-0.49627580,-10.11939270,1.57263951
2.085000,2.085114,1,0,0.0294,0.00196576,0.04846084,-0.49923322,-10.11152950,1.60356706
2.088250,2.088376,1,1,0.0294,0.00196576,0.04846084,-0.49923322,-10.11152950,1.60356706
2.090000,2.090235,1,1,0.0263,0.00211200,0.04596468,-0.50148896,-10.10351167,1.63155077
2.092299,2.092427,1,0,0.0263,0.00211200,0.04596468,-0.50148896,-10.10351167,1.63155077
2.095000,2.095248,1,0,0.0233,0.00224392,0.04345723,-0.50305726,-10.09535391,1.65661161
2.096348,2.096471,1,1,0.0233,0.00224392,0.04345723,-0.50305726,-10.09535391,1.65661161
2.100000,2.100135,1,1,0.0203,0.00236139,0.04094194,-0.50395247,-10.08707086,1.67877286
2.100398,2.100517,1,0,0.0203,0.00236139,0.04094194,-0.50395247,-10.08707086,1.67877286
2.104447,2.104574,1,1,0.0203,0.00236139,0.04094194,-0.50395247,-10.08707086,1.67877286
2.105000,2.105122,1,1,0.0173,0.00246436,0.03842218,-0.50418900,-10.07867699,1.69806008
2.108496,2.108627,1,0,0.0173,0.00246436,0.03842218,-0.50418900,-10.07867699,1.69806008
2.110000,2.110139,1,0,0.0144,0.00255284,0.03590124,-0.50378133,-10.07018669,1.71450112
2.112546,2.112677,1,1,0.0144,0.00255284,0.03590124,-0.50378133,-10.07018669,1.71450112
2.115000,2.115211,1,1,0.0114,0.00262693,0.03338233,-0.50274392,-10.06161419,1.72812610
2.116595,2.116715,1,0,0.0114,0.00262693,0.03338233,-0.50274392,-10.06161419,1.72812610
2.120000,2.120129,1,0,0.0086,0.00268677,0.03086861,-0.50109129,-10.05297356,1.73896743
2.120644,2.120764,1,1,0.0086,0.00268677,0.03086861,-0.50109129,-10.05297356,1.73896743
2.124694,2.124825,1,0,0.0086,0.00268677,0.03086861,-0.50109129,-10.05297356,1.73896743
2.125000,2.125107,1,0,0.0057,0.00273258,0.02836315,-0.49883794,-10.04427872,1.74705984
2.128743,2.128874,1,1,0.0057,0.00273258,0.02836315,-0.49883794,-10.04427872,1.74705984
2.130000,2.130125,1,1,0.0029,0.00276462,0.02586897,-0.49599837,-10.03554342,1.75244033
2.132792,2.133009,1,0,0.0029,0.00276462,0.02586897,-0.49599837,-10.03554342,1.75244033
2.135000,2.135243,1,0,0.0001,0.00278321,0.02338897,-0.49258713,-10.02678122,1.75514826
2.136842,2.136960,1,1,0.0001,0.00278321,0.02338897,-0.49258713,-10.02678122,1.75514826
2.140000,2.140134,1,1,-0.0026,0.00278872,0.02092604,-0.48861876,-10.01800548,1.75522531
2.140891,2.141014,1,0,-0.0026,0.00278872,0.02092604,-0.48861876,-10.01800548,1.75522531
2.144940,2.145167,1,1,-0.0026,0.00278872,0.02092604,-0.48861876,-10.01800548,1.75522531
2.145000,2.145190,1,1,-0.0052,0.00278158,0.01848294,-0.48410787,-10.00922935,1.75271549
2.148990,2.149218,1,0,-0.0052,0.00278158,0.01848294,-0.48410787,-10.00922935,1.75271549
2.150000,2.150124,1,0,-0.0078,0.00276225,0.01606240,-0.47906911,-10.00046577,1.74766519
2.153039,2.153272,1,1,-0.0078,0.00276225,0.01606240,-0.47906911,-10.00046577,1.74766519
2.155000,2.155243,1,1,-0.0104,0.00273123,0.01366706,-0.47351723,-9.99172745,1.74012312
2.157088,2.157329,1,0,-0.0104,0.00273123,0.01366706,-0.47351723,-9.99172745,1.74012312
2.160000,2.160136,1,0,-0.0129,0.00268906,0.01129947,-0.46746706,-9.98302683,1.73014033
2.161138,2.161258,1,1,-0.0129,0.00268906,0.01129947,-0.46746706,-9.98302683,1.73014033
2.165000,2.165199,1,1,-0.0153,0.00263633,0.00896214,-0.46093359,-9.97437613,1.71777024
2.165187,2.165217,1,0,-0.0153,0.00263633,0.00896214,-0.46093359,-9.97437613,1.71777024
2.169236,2.169473,1,1,-0.0153,0.00263633,0.00896214,-0.46093359,-9.97437613,1.71777024
2.170000,2.170128,1,1,-0.0177,0.00257363,0.00665747,-0.45393192,-9.96578728,1.70306852
2.173285,2.173515,1,0,-0.0177,0.00257363,0.00665747,-0.45393192,-9.96578728,1.70306852
2.175000,2.175240,1,0,-0.0201,0.00250161,0.00438781,-0.44647737,-9.95727193,1.68609315
2.177335,2.177570,1,1,-0.0201,0.00250161,0.00438781,-0.44647737,-9.95727193,1.68609315
2.180000,2.180139,1,1,-0.0223,0.00242092,0.00215542,-0.43858542,-9.94884147,1.66690435
2.181384,2.181506,1,0,-0.0223,0.00242092,0.00215542,-0.43858542,-9.94884147,1.66690435
2.185000,2.185233,1,0,-0.0245,0.00233225,-0.00003750,-0.43027179,-9.94050695,1.64556450
2.185433,2.185552,1,1,-0.0245,0.00233225,-0.00003750,-0.43027179,-9.94050695,1.64556450
2.189483,2.189720,1,0,-0.0245,0.00233225,-0.00003750,-0.43027179,-9.94050695,1.64556450
2.190000,2.190127,1,0,-0.0266,0.00223628,-0.00218886,-0.42155243,-9.93227912,1.62213812
2.193532,2.193767,1,1,-0.0266,0.00223628,-0.00218886,-0.42155243,-9.93227912,1.62213812
2.195000,2.195236,1,1,-0.0287,0.00213375,-0.00429663,-0.41244354,-9.92416843,1.59669179
2.197581,2.197823,1,0,-0.0287,0.00213375,-0.00429663,-0.41244354,-9.92416843,1.59669179
2.200000,2.200139,1,0,-0.0306,0.00202536,-0.00635884,-0.40296161,-9.91618498,1.56929404
2.201631,2.201865,1,1,-0.0306,0.00202536,-0.00635884,-0.40296161,-9.91618498,1.56929404
2.205000,2.205246,1,1,-0.0325,0.00191185,-0.00837365,-0.39312338,-9.90833850,1.54001532
2.205680,2.205803,1,0,-0.0325,0.00191185,-0.00837365,-0.39312338,-9.90833850,1.54001532
2.209729,2.209970,1,1,-0.0325,0.00191185,-0.00837365,-0.39312338,-9.90833850,1.54001532
2.210000,2.210070,1,1,-0.0344,0.00179396,-0.01033927,-0.38294590,-9.90063843,1.50892782
2.213779,2.213898,1,0,-0.0344,0.00179396,-0.01033927,-0.38294590,-9.90063843,1.50892782
2.215000,2.215077,1,0,-0.0361,0.00167242,-0.01225400,-0.37244651,-9.89309379,1.47610542
2.217828,2.218071,1,1,-0.0361,0.00167242,-0.01225400,-0.37244651,-9.89309379,1.47610542
2.220000,2.220131,1,1,-0.0378,0.00154796,-0.01411623,-0.36164281,-9.88571326,1.44162355
2.221877,2.222012,1,0,-0.0378,0.00154796,-0.01411623,-0.36164281,-9.88571326,1.44162355
2.225000,2.225243,1,0,-0.0393,0.00142130,-0.01592444,-0.35055271,-9.87850514,1.40555906
2.225927,2.226051,1,1,-0.0393,0.00142130,-0.01592444,-0.35055271,-9.87850514,1.40555906
2.229976,2.230198,1,0,-0.0393,0.00142130,-0.01592444,-0.35055271,-9.87850514,1.40555906
2.230000,2.230223,1,0,-0.0408,0.00129316,-0.01767721,-0.33919440,-9.87147735,1.36799008
2.234025,2.234272,1,1,-0.0408,0.00129316,-0.01767721,-0.33919440,-9.87147735,1.36799008
2.235000,2.235129,1,1,-0.0422,0.00116423,-0.01937318,-0.32758631,-9.86463740,1.32899588
2.238075,2.238326,1,0,-0.0422,0.00116423,-0.01937318,-0.32758631,-9.86463740,1.32899588
2.240000,2.240141,1,0,-0.0436,0.00103521,-0.02101111,-0.31574715,-9.85799242,1.28865672
2.242124,2.242352,1,1,-0.0436,0.00103521,-0.02101111,-0.31574715,-9.85799242,1.28865672
2.245000,2.245137,1,1,-0.0448,0.00090675,-0.02258985,-0.30369581,-9.85154914,1.24705371
2.246173,2.246297,1,0,-0.0448,0.00090675,-0.02258985,-0.30369581,-9.85154914,1.24705371
2.250000,2.250250,1,0,-0.0460,0.00077950,-0.02410833,-0.29145142,-9.84531387,1.20426862
2.250223,2.250270,1,1,-0.0460,0.00077950,-0.02410833,-0.29145142,-9.84531387,1.20426862
2.254272,2.254527,1,0,-0.0460,0.00077950,-0.02410833,-0.29145142,-9.84531387,1.20426862
2.255000,2.255125,1,0,-0.0470,0.00065406,-0.02556558,-0.27903326,-9.83929252,1.16038374
2.258321,2.258568,1,1,-0.0470,0.00065406,-0.02556558,-0.27903326,-9.83929252,1.16038374
2.260000,2.260126,1,1,-0.0480,0.00053103,-0.02696075,-0.26646076,-9.83349061,1.11548172
2.262370,2.262616,1,0,-0.0480,0.00053103,-0.02696075,-0.26646076,-9.83349061,1.11548172
2.265000,2.265132,1,0,-0.0489,0.00041095,-0.02829305,-0.25375345,-9.82791320,1.06964538
2.266420,2.266648,1,1,-0.0489,0.00041095,-0.02829305,-0.25375345,-9.82791320,1.06964538
2.270000,2.270248,1,1,-0.0497,0.00029434,-0.02956182,-0.24093092,-9.82256497,1.02295757
2.270469,2.270591,1,0,-0.0497,0.00029434,-0.02956182,-0.24093092,-9.82256497,1.02295757
2.274518,2.274770,1,1,-0.0497,0.00029434,-0.02956182,-0.24093092,-9.82256497,1.02295757
2.275000,2.275126,1,1,-0.0504,0.00018170,-0.03076647,-0.22801281,-9.81745018,0.97550098
2.278568,2.278816,1,0,-0.0504,0.00018170,-0.03076647,-0.22801281,-9.81745018,0.97550098
2.280000,2.280126,1,0,-0.0511,0.00007346,-0.03190654,-0.21501873,-9.81257268,0.92735801
2.282617,2.282861,1,1,-0.0511,0.00007346,-0.03190654,-0.21501873,-9.81257268,0.92735801
2.285000,2.285237,1,1,-0.0516,-0.00002997,-0.03298163,-0.20196824,-9.80793589,0.87861058
2.286666,2.286895,1,0,-0.0516,-0.00002997,-0.03298163,-0.20196824,-9.80793589,0.87861058
2.290000,2.290127,1,0,-0.0521,-0.00012822,-0.03399147,-0.18888079,-9.80354283,0.82933998
2.290716,2.290837,1,1,-0.0521,-0.00012822,-0.03399147,-0.18888079,-9.80354283,0.82933998
2.294765,2.295058,1,0,-0.0521,-0.00012822,-0.03399147,-0.18888079,-9.80354283,0.82933998
2.295000,2.295069,1,0,-0.0525,-0.00022097,-0.03493588,-0.17577570,-9.79939613,0.77962672
2.298814,2.299122,1,1,-0.0525,-0.00022097,-0.03493588,-0.17577570,-9.79939613,0.77962672
2.300000,2.300165,1,1,-0.0528,-0.00030792,-0.03581476,-0.16267210,-9.79549800,0.72955040
2.302864,2.303151,1,0,-0.0528,-0.00030792,-0.03581476,-0.16267210,-9.79549800,0.72955040
2.305000,2.305260,1,0,-0.0530,-0.00038884,-0.03662812,-0.14958886,-9.79185025,0.67918954
2.306913,2.307172,1,1,-0.0530,-0.00038884,-0.03662812,-0.14958886,-9.79185025,0.67918954
2.310000,2.310263,1,1,-0.0531,-0.00046353,-0.03737606,-0.13654460,-9.78845430,0.62862146
2.310962,2.311101,1,0,-0.0531,-0.00046353,-0.03737606,-0.13654460,-9.78845430,0.62862146
2.315000,2.315228,1,0,-0.0532,-0.00053183,-0.03805878,-0.12355761,-9.78531119,0.57792216
2.315012,2.315256,1,1,-0.0532,-0.00053183,-0.03805878,-0.12355761,-9.78531119,0.57792216
2.319061,2.319324,1,0,-0.0532,-0.00053183,-0.03805878,-0.12355761,-9.78531119,0.57792216
2.320000,2.320119,1,0,-0.0532,-0.00059362,-0.03867657,-0.11064581,-9.78242158,0.52716619
2.323110,2.323357,1,1,-0.0532,-0.00059362,-0.03867657,-0.11064581,-9.78242158,0.52716619
2.325000,2.325236,1,1,-0.0531,-0.00064883,-0.03922980,-0.09782671,-9.77978575,0.47642654
2.327160,2.327397,1,0,-0.0531,-0.00064883,-0.03922980,-0.09782671,-9.77978575,0.47642654
2.330000,2.330251,1,0,-0.0529,-0.00069742,-0.03971893,-0.08511738,-9.77740362,0.42577455
2.331209,2.331329,1,1,-0.0529,-0.00069742,-0.03971893,-0.08511738,-9.77740362,0.42577455
2.335000,2.335260,1,1,-0.0527,-0.00073940,-0.04014452,-0.07253441,-9.77527475,0.37527980
2.335258,2.335278,1,0,-0.0527,-0.00073940,-0.04014452,-0.07253441,-9.77527475,0.37527980
2.339307,2.339579,1,1,-0.0527,-0.00073940,-0.04014452,-0.07253441,-9.77527475,0.37527980
2.340000,2.340125,1,1,-0.0524,-0.00077481,-0.04050719,-0.06009389,-9.77339835,0.32501002
2.343357,2.343593,1,0,-0.0524,-0.00077481,-0.04050719,-0.06009389,-9.77339835,0.32501002
2.345000,2.345233,1,0,-0.0520,-0.00080372,-0.04080766,-0.04781135,-9.77177330,0.27503103
2.347406,2.347597,1,1,-0.0520,-0.00080372,-0.04080766,-0.04781135,-9.77177330,0.27503103
2.350000,2.350246,1,1,-0.0516,-0.00082624,-0.04104672,-0.03570174,-9.77039814,0.22540668
2.351455,2.351588,1,0,-0.0516,-0.00082624,-0.04104672,-0.03570174,-9.77039814,0.22540668
2.355000,2.355263,1,0,-0.0511,-0.00084252,-0.04122523,-0.02377943,-9.76927111,0.17619875
2.355505,2.355572,1,1,-0.0511,-0.00084252,-0.04122523,-0.02377943,-9.76927111,0.17619875
2.359554,2.359636,1,0,-0.0511,-0.00084252,-0.04122523,-0.02377943,-9.76927111,0.17619875
2.360000,2.360082,1,0,-0.0505,-0.00085271,-0.04134413,-0.01205815,-9.76839011,0.12746694
2.363603,2.363691,1,1,-0.0505,-0.00085271,-0.04134413,-0.01205815,-9.76839011,0.12746694
2.365000,2.365216,1,1,-0.0499,-0.00085704,-0.04140442,-0.00055100,-9.76775278,0.07926881
2.367653,2.367737,1,0,-0.0499,-0.00085704,-0.04140442,-0.00055100,-9.76775278,0.07926881
2.370000,2.370251,1,0,-0.0492,-0.00085570,-0.04140717,0.01072957,-9.76735644,0.03165973
2.371702,2.371821,1,1,-0.0492,-0.00085570,-0.04140717,0.01072957,-9.76735644,0.03165973
2.375000,2.375248,1,1,-0.0485,-0.00084896,-0.04135352,0.02177180,-9.76719814,-0.01530711
2.375751,2.375855,1,0,-0.0485,-0.00084896,-0.04135352,0.02177180,-9.76719814,-0.01530711
2.379801,2.379913,1,1,-0.0485,-0.00084896,-0.04135352,0.02177180,-9.76719814,-0.01530711
2.380000,2.380069,1,1,-0.0477,-0.00083708,-0.04124466,0.03256458,-9.76727467,-0.06158076
2.383850,2.383963,1,0,-0.0477,-0.00083708,-0.04124466,0.03256458,-9.76727467,-0.06158076
2.385000,2.385232,1,0,-0.0469,-0.00082034,-0.04108184,0.04309751,-9.76758258,-0.10711250
2.387899,2.388036,1,1,-0.0469,-0.00082034,-0.04108184,0.04309751,-9.76758258,-0.10711250
2.390000,2.390245,1,1,-0.0461,-0.00079904,-0.04086635,0.05336087,-9.76811814,-0.15185585
2.391949,2.392081,1,0,-0.0461,-0.00079904,-0.04086635,0.05336087,-9.76811814,-0.15185585
2.395000,2.395258,1,0,-0.0451,-0.00077350,-0.04059955,0.06334563,-9.76887742,-0.19576658
2.395998,2.396124,1,1,-0.0451,-0.00077350,-0.04059955,0.06334563,-9.76887742,-0.19576658
2.400000,2.400138,1,1,-0.0442,-0.00074403,-0.04028282,0.07304346,-9.76985625,-0.23880271
2.400047,2.400159,1,0,-0.0442,-0.00074403,-0.04028282,0.07304346,-9.76985625,-0.23880271
2.404097,2.404230,1,1,-0.0442,-0.00074403,-0.04028282,0.07304346,-9.76985625,-0.23880271
2.405000,2.405131,1,1,-0.0432,-0.00071097,-0.03991760,0.08244669,-9.77105026,-0.28092447
2.408146,2.408272,1,0,-0.0432,-0.00071097,-0.03991760,0.08244669,-9.77105026,-0.28092447
2.410000,2.410237,1,0,-0.0421,-0.00067465,-0.03950537,0.09154836,-9.77245489,-0.32209432
2.412195,2.412327,1,1,-0.0421,-0.00067465,-0.03950537,0.09154836,-9.77245489,-0.32209432
2.415000,2.415199,1,1,-0.0411,-0.00063542,-0.03904763,0.10034216,-9.77406536,-0.36227693
2.416244,2.416375,1,0,-0.0411,-0.00063542,-0.03904763,0.10034216,-9.77406536,-0.36227693
2.420000,2.420134,1,0,-0.0400,-0.00059362,-0.03854592,0.10882243,-9.77587674,-0.40143913
2.420294,2.420395,1,1,-0.0400,-0.00059362,-0.03854592,0.10882243,-9.77587674,-0.40143913
2.424343,2.424472,1,0,-0.0400,-0.00059362,-0.03854592,0.10882243,-9.77587674,-0.40143913
2.425000,2.425125,1,0,-0.0388,-0.00054958,-0.03800181,0.11698417,-9.77788394,-0.43954993
2.428392,2.428522,1,1,-0.0388,-0.00054958,-0.03800181,0.11698417,-9.77788394,-0.43954993
2.430000,2.430232,1,1,-0.0377,-0.00050365,-0.03741689,0.12482302,-9.78008169,-0.47658044
2.432442,2.432573,1,0,-0.0377,-0.00050365,-0.03741689,0.12482302,-9.78008169,-0.47658044
2.435000,2.435246,1,0,-0.0365,-0.00045616,-0.03679277,0.13233521,-9.78246459,-0.51250389
2.436491,2.436608,1,1,-0.0365,-0.00045616,-0.03679277,0.13233521,-9.78246459,-0.51250389
2.440000,2.440133,1,1,-0.0353,-0.00040744,-0.03613109,0.13951759,-9.78502711,-0.54729557
2.440540,2.440661,1,0,-0.0353,-0.00040744,-0.03613109,0.13951759,-9.78502711,-0.54729557
2.444590,2.444714,1,1,-0.0353,-0.00040744,-0.03613109,0.13951759,-9.78502711,-0.54729557
2.445000,2.445124,1,1,-0.0341,-0.00035782,-0.03543351,0.14636759,-9.78776359,-0.58093280
2.448639,2.448768,1,0,-0.0341,-0.00035782,-0.03543351,0.14636759,-9.78776359,-0.58093280
2.450000,2.450124,1,0,-0.0328,-0.00030759,-0.03470167,0.15288320,-9.79066825,-0.61339491
2.452688,2.452912,1,1,-0.0328,-0.00030759,-0.03470167,0.15288320,-9.79066825,-0.61339491
2.455000,2.455234,1,1,-0.0315,-0.00025708,-0.03393725,0.15906295,-9.79373523,-0.64466319
2.456738,2.456864,1,0,-0.0315,-0.00025708,-0.03393725,0.15906295,-9.79373523,-0.64466319
2.460000,2.460136,1,0,-0.0303,-0.00020656,-0.03314194,0.16490589,-9.79695854,-0.67472087
2.460787,2.460907,1,1,-0.0303,-0.00020656,-0.03314194,0.16490589,-9.79695854,-0.67472087
2.464836,2.465040,1,0,-0.0303,-0.00020656,-0.03314194,0.16490589,-9.79695854,-0.67472087
2.465000,2.465063,1,0,-0.0290,-0.00015633,-0.03231741,0.17041159,-9.80033215,-0.70355306
2.468886,2.469115,1,1,-0.0290,-0.00015633,-0.03231741,0.17041159,-9.80033215,-0.70355306
2.470000,2.470127,1,1,-0.0276,-0.00010663,-0.03146535,0.17558010,-9.80384991,-0.73114672
2.472935,2.473065,1,0,-0.0276,-0.00010663,-0.03146535,0.17558010,-9.80384991,-0.73114672
2.475000,2.475243,1,0,-0.0263,-0.00005773,-0.03058745,0.18041192,-9.80750565,-0.75749067
2.476984,2.477106,1,1,-0.0263,-0.00005773,-0.03058745,0.18041192,-9.80750565,-0.75749067
2.480000,2.480135,1,1,-0.0250,-0.00000985,-0.02968539,0.18490802,-9.81129310,-0.78257547
2.481034,2.481256,1,0,-0.0250,-0.00000985,-0.02968539,0.18490802,-9.81129310,-0.78257547
2.485000,2.485234,1,0,-0.0237,0.00003677,-0.02876085,0.18906977,-9.81520598,-0.80639346
2.485083,2.485252,1,1,-0.0237,0.00003677,-0.02876085,0.18906977,-9.81520598,-0.80639346
2.489132,2.489363,1,0,-0.0237,0.00003677,-0.02876085,0.18906977,-9.81520598,-0.80639346
2.490000,2.490132,1,0,-0.0223,0.00008193,-0.02781550,0.19289896,-9.81923794,-0.82893868
2.493181,2.493399,1,1,-0.0223,0.00008193,-0.02781550,0.19289896,-9.81923794,-0.82893868
2.495000,2.495239,1,1,-0.0210,0.00012545,-0.02685101,0.19639777,-9.82338264,-0.85020685
2.497231,2.497471,1,0,-0.0210,0.00012545,-0.02685101,0.19639777,-9.82338264,-0.85020685
2.500000,2.500138,1,0,-0.0196,0.00016715,-0.02586902,0.19956874,-9.82763367,-0.87019535
2.501280,2.501403,1,1,-0.0196,0.00016715,-0.02586902,0.19956874,-9.82763367,-0.87019535
2.505000,2.505232,1,1,-0.0183,0.00020688,-0.02487117,0.20241476,-9.83198465,-0.88890314
2.505329,2.505395,1,0,-0.0183,0.00020688,-0.02487117,0.20241476,-9.83198465,-0.88890314
2.509379,2.509627,1,1,-0.0183,0.00020688,-0.02487117,0.20241476,-9.83198465,-0.88890314
2.510000,2.510130,1,1,-0.0170,0.00024449,-0.02385910,0.20493908,-9.83642916,-0.90633079
2.513428,2.513676,1,0,-0.0170,0.00024449,-0.02385910,0.20493908,-9.83642916,-0.90633079
2.515000,2.515239,1,0,-0.0156,0.00027986,-0.02283440,0.20714523,-9.84096082,-0.92248038
2.517477,2.517713,1,1,-0.0156,0.00027986,-0.02283440,0.20714523,-9.84096082,-0.92248038
2.520000,2.520140,1,1,-0.0143,0.00031289,-0.02179868,0.20903706,-9.84557322,-0.93735552
2.521527,2.521755,1,0,-0.0143,0.00031289,-0.02179868,0.20903706,-9.84557322,-0.93735552
2.525000,2.525240,1,0,-0.0130,0.00034349,-0.02075349,0.21061872,-9.85026000,-0.95096130
2.525576,2.525701,1,1,-0.0130,0.00034349,-0.02075349,0.21061872,-9.85026000,-0.95096130
2.529625,2.529867,1,0,-0.0130,0.00034349,-0.02075349,0.21061872,-9.85026000,-0.95096130
2.530000,2.530072,1,0,-0.0117,0.00037158,-0.01970040,0.21189462,-9.85501480,-0.96330424
2.533675,2.533795,1,1,-0.0117,0.00037158,-0.01970040,0.21189462,-9.85501480,-0.96330424
2.535000,2.535233,1,1,-0.0104,0.00039710,-0.01864093,0.21286944,-9.85983133,-0.97439228
