Time,PTime,LED,Speaker,Control,Energy,Theta,dTheta,Phi,dPhi
1.355324,1.355438,1,0,-0.1402,0.00626906,-0.10208080,-0.95439404,-9.25124121,5.01159312
1.359373,1.359615,1,1,-0.1402,0.00626906,-0.10208080,-0.95439404,-9.25124121,5.01159312
1.360000,1.360122,1,1,-0.1490,0.00527258,-0.10685277,-0.93341714,-9.22618325,4.87770293
1.363422,1.363584,1,0,-0.1490,0.00527258,-0.10685277,-0.93341714,-9.22618325,4.87770293
1.365000,1.365234,1,0,-0.1573,0.00422024,-0.11151986,-0.91000175,-9.20179473,4.73548808
1.367472,1.367602,1,1,-0.1573,0.00422024,-0.11151986,-0.91000175,-9.20179473,4.73548808
1.370000,1.370247,1,1,-0.1652,0.00312005,-0.11606987,-0.88418406,-9.17811729,4.58534805
1.371521,1.371584,1,0,-0.1652,0.00312005,-0.11606987,-0.88418406,-9.17811729,4.58534805
1.375000,1.375258,1,0,-0.1726,0.00198079,-0.12049079,-0.85601354,-9.15519055,4.42771227
1.375570,1.375636,1,1,-0.1726,0.00198079,-0.12049079,-0.85601354,-9.15519055,4.42771227
1.379620,1.379700,1,0,-0.1726,0.00198079,-0.12049079,-0.85601354,-9.15519055,4.42771227
1.380000,1.380108,1,0,-0.1795,0.00081198,-0.12477086,-0.82555359,-9.13305199,4.26303765
1.383669,1.383742,1,1,-0.1795,0.00081198,-0.12477086,-0.82555359,-9.13305199,4.26303765
1.385000,1.385230,1,1,-0.1858,-0.00037628,-0.12889862,-0.79288185,-9.11173680,4.09180563
1.387718,1.387834,1,0,-0.1858,-0.00037628,-0.12889862,-0.79288185,-9.11173680,4.09180563
1.390000,1.390244,1,0,-0.1917,-0.00157345,-0.13286303,-0.75809023,-9.09127778,3.91451892
1.391768,1.391885,1,1,-0.1917,-0.00157345,-0.13286303,-0.75809023,-9.09127778,3.91451892
1.395000,1.395257,1,1,-0.1970,-0.00276863,-0.13665348,-0.72128475,-9.07170518,3.73169789
1.395817,1.395919,1,0,-0.1970,-0.00276863,-0.13665348,-0.72128475,-9.07170518,3.73169789
1.399866,1.399978,1,1,-0.1970,-0.00276863,-0.13665348,-0.72128475,-9.07170518,3.73169789
1.400000,1.400043,1,1,-0.2017,-0.00395079,-0.14025991,-0.68258498,-9.05304669,3.54387681
1.403915,1.404033,1,0,-0.2017,-0.00395079,-0.14025991,-0.68258498,-9.05304669,3.54387681
1.405000,1.405125,1,0,-0.2058,-0.00510892,-0.14367283,-0.64212329,-9.03532731,3.35159988
1.407965,1.408092,1,1,-0.2058,-0.00510892,-0.14367283,-0.64212329,-9.03532731,3.35159988
1.410000,1.410118,1,1,-0.2093,-0.00623218,-0.14688345,-0.60004384,-9.01856931,3.15541718
1.412014,1.412136,1,0,-0.2093,-0.00623218,-0.14688345,-0.60004384,-9.01856931,3.15541718
1.415000,1.415293,1,0,-0.2123,-0.00731014,-0.14988367,-0.55650135,-9.00279222,2.95588059
1.416063,1.416185,1,1,-0.2123,-0.00731014,-0.14988367,-0.55650135,-9.00279222,2.95588059
1.420000,1.420126,1,1,-0.2147,-0.00833286,-0.15266618,-0.51165959,-8.98801282,2.75353987
1.420113,1.420143,1,0,-0.2147,-0.00833286,-0.15266618,-0.51165959,-8.98801282,2.75353987
1.424162,1.424293,1,1,-0.2147,-0.00833286,-0.15266618,-0.51165959,-8.98801282,2.75353987
1.425000,1.425125,1,1,-0.2165,-0.00929114,-0.15522447,-0.46568986,-8.97424512,2.54893871
1.428211,1.428335,1,0,-0.2165,-0.00929114,-0.15522447,-0.46568986,-8.97424512,2.54893871
1.430000,1.430231,1,0,-0.2178,-0.01017659,-0.15755292,-0.41876917,-8.96150043,2.34261112
1.432261,1.432385,1,1,-0.2178,-0.01017659,-0.15755292,-0.41876917,-8.96150043,2.34261112
1.435000,1.435250,1,1,-0.2186,-0.01098182,-0.15964677,-0.37107850,-8.94978737,2.13507795
1.436310,1.436428,1,0,-0.2186,-0.01098182,-0.15964677,-0.37107850,-8.94978737,2.13507795
1.440000,1.440129,1,0,-0.2188,-0.01170047,-0.16150216,-0.32280090,-8.93911198,1.92684375
1.440359,1.440479,1,1,-0.2188,-0.01170047,-0.16150216,-0.32280090,-8.93911198,1.92684375
1.444409,1.444537,1,0,-0.2188,-0.01170047,-0.16150216,-0.32280090,-8.93911198,1.92684375
1.445000,1.445120,1,0,-0.2186,-0.01232737,-0.16311617,-0.27411964,-8.92947776,1.71839397
1.448458,1.448592,1,1,-0.2186,-0.01232737,-0.16311617,-0.27411964,-8.92947776,1.71839397
1.450000,1.450214,1,1,-0.2179,-0.01285849,-0.16448676,-0.22521637,-8.92088579,1.51019246
1.452507,1.452630,1,0,-0.2179,-0.01285849,-0.16448676,-0.22521637,-8.92088579,1.51019246
1.455000,1.455078,1,0,-0.2167,-0.01329107,-0.16561285,-0.17626942,-8.91333483,1.30267939
1.456557,1.456677,1,1,-0.2167,-0.01329107,-0.16561285,-0.17626942,-8.91333483,1.30267939
1.460000,1.460131,1,1,-0.2151,-0.01362353,-0.16649419,-0.12745211,-8.90682143,1.09626954
1.460606,1.460724,1,0,-0.2151,-0.01362353,-0.16649419,-0.12745211,-8.90682143,1.09626954
1.464655,1.464875,1,1,-0.2151,-0.01362353,-0.16649419,-0.12745211,-8.90682143,1.09626954
1.465000,1.465070,1,1,-0.2132,-0.01385550,-0.16713145,-0.07893126,-8.90134009,0.89135098
1.468705,1.468933,1,0,-0.2132,-0.01385550,-0.16713145,-0.07893126,-8.90134009,0.89135098
1.470000,1.470129,1,0,-0.2109,-0.01398771,-0.16752611,-0.03086583,-8.89688333,0.68828415
1.472754,1.472985,1,1,-0.2109,-0.01398771,-0.16752611,-0.03086583,-8.89688333,0.68828415
1.475000,1.475242,1,1,-0.2083,-0.01402199,-0.16768044,0.01659421,-8.89344191,0.48740129
1.476803,1.476924,1,0,-0.2083,-0.01402199,-0.16768044,0.01659421,-8.89344191,0.48740129
1.480000,1.480134,1,0,-0.2054,-0.01396112,-0.16759747,0.06330895,-8.89100490,0.28900625
1.480852,1.480973,1,1,-0.2054,-0.01396112,-0.16759747,0.06330895,-8.89100490,0.28900625
1.484902,1.485128,1,0,-0.2054,-0.01396112,-0.16759747,0.06330895,-8.89100490,0.28900625
1.485000,1.485150,1,0,-0.2023,-0.01380877,-0.16728092,0.10914929,-8.88955987,0.09337469
1.488951,1.489074,1,1,-0.2023,-0.01380877,-0.16728092,0.10914929,-8.88955987,0.09337469
1.490000,1.490128,1,1,-0.1989,-0.01356938,-0.16673518,0.15399752,-8.88909300,-0.09924552
1.493000,1.493232,1,0,-0.1989,-0.01356938,-0.16673518,0.15399752,-8.88909300,-0.09924552
1.495000,1.495241,1,0,-0.1953,-0.01324802,-0.16596519,0.19774782,-8.88958923,-0.28863351
1.497050,1.497284,1,1,-0.1953,-0.01324802,-0.16596519,0.19774782,-8.88958923,-0.28863351
1.500000,1.500136,1,1,-0.1915,-0.01285030,-0.16497645,0.24030640,-8.89103239,-0.47459440
1.501099,1.501186,1,0,-0.1915,-0.01285030,-0.16497645,0.24030640,-8.89103239,-0.47459440
1.505000,1.505236,1,0,-0.1876,-0.01238225,-0.16377492,0.28159162,-8.89340537,-0.65695807
1.505148,1.505269,1,1,-0.1876,-0.01238225,-0.16377492,0.28159162,-8.89340537,-0.65695807
1.509198,1.509437,1,0,-0.1876,-0.01238225,-0.16377492,0.28159162,-8.89340537,-0.65695807
1.510000,1.510129,1,0,-0.1835,-0.01185019,-0.16236696,0.32153386,-8.89669016,-0.83557778
1.513247,1.513454,1,1,-0.1835,-0.01185019,-0.16236696,0.32153386,-8.89669016,-0.83557778
1.515000,1.515239,1,1,-0.1793,-0.01126063,-0.16075929,0.36007528,-8.90086805,-1.01032858
1.517296,1.517363,1,0,-0.1793,-0.01126063,-0.16075929,0.36007528,-8.90086805,-1.01032858
1.520000,1.520137,1,0,-0.1751,-0.01062019,-0.15895891,0.39716944,-8.90591969,-1.18110567
1.521346,1.521469,1,1,-0.1751,-0.01062019,-0.15895891,0.39716944,-8.90591969,-1.18110567
1.525000,1.525237,1,1,-0.1707,-0.00993547,-0.15697307,0.43278082,-8.91182522,-1.34782260
1.525395,1.525498,1,0,-0.1707,-0.00993547,-0.15697307,0.43278082,-8.91182522,-1.34782260
1.529444,1.529683,1,1,-0.1707,-0.00993547,-0.15697307,0.43278082,-8.91182522,-1.34782260
1.530000,1.530130,1,1,-0.1663,-0.00921298,-0.15480916,0.46688426,-8.91856433,-1.51040952
1.533494,1.533734,1,0,-0.1663,-0.00921298,-0.15480916,0.46688426,-8.91856433,-1.51040952
1.535000,1.535236,1,0,-0.1619,-0.00845911,-0.15247474,0.49946426,-8.92611638,-1.66881137
1.537543,1.537790,1,1,-0.1619,-0.00845911,-0.15247474,0.49946426,-8.92611638,-1.66881137
1.540000,1.540134,1,1,-0.1574,-0.00768000,-0.14997742,0.53051432,-8.93446043,-1.82298603
1.541592,1.541823,1,0,-0.1574,-0.00768000,-0.14997742,0.53051432,-8.93446043,-1.82298603
1.545000,1.545240,1,0,-0.1529,-0.00688156,-0.14732485,0.56003614,-8.94357536,-1.97290256
1.545642,1.545764,1,1,-0.1529,-0.00688156,-0.14732485,0.56003614,-8.94357536,-1.97290256
1.549691,1.549928,1,0,-0.1529,-0.00688156,-0.14732485,0.56003614,-8.94357536,-1.97290256
1.550000,1.550070,1,0,-0.1484,-0.00606939,-0.14452467,0.58803888,-8.95343988,-2.11853952
1.553740,1.553983,1,1,-0.1484,-0.00606939,-0.14452467,0.58803888,-8.95343988,-2.11853952
1.555000,1.555127,1,1,-0.1439,-0.00524876,-0.14158447,0.61453832,-8.96403257,-2.25988323
1.557789,1.558041,1,0,-0.1439,-0.00524876,-0.14158447,0.61453832,-8.96403257,-2.25988323
1.560000,1.560139,1,0,-0.1393,-0.00442460,-0.13851178,0.63955611,-8.97533199,-2.39692628
1.561839,1.561962,1,1,-0.1393,-0.00442460,-0.13851178,0.63955611,-8.97533199,-2.39692628
1.565000,1.565240,1,1,-0.1348,-0.00360146,-0.13531400,0.66311894,-8.98731662,-2.52966600
1.565888,1.566029,1,0,-0.1348,-0.00360146,-0.13531400,0.66311894,-8.98731662,-2.52966600
1.569937,1.570141,1,1,-0.1348,-0.00360146,-0.13531400,0.66311894,-8.98731662,-2.52966600
1.570000,1.570164,1,1,-0.1303,-0.00278357,-0.13199841,0.68525779,-8.99996495,-2.65810310
1.573987,1.574244,1,0,-0.1303,-0.00278357,-0.13199841,0.68525779,-8.99996495,-2.65810310
1.575000,1.575130,1,0,-0.1258,-0.00197477,-0.12857212,0.70600716,-9.01325547,-2.78224042
1.578036,1.578289,1,1,-0.1258,-0.00197477,-0.12857212,0.70600716,-9.01325547,-2.78224042
1.580000,1.580136,1,1,-0.1212,-0.00117856,-0.12504208,0.72540440,-9.02716667,-2.90208172
1.582085,1.582325,1,0,-0.1212,-0.00117856,-0.12504208,0.72540440,-9.02716667,-2.90208172
1.585000,1.585241,1,0,-0.1167,-0.00039809,-0.12141506,0.74348897,-9.04167708,-3.01763073
1.586135,1.586358,1,1,-0.1167,-0.00039809,-0.12141506,0.74348897,-9.04167708,-3.01763073
1.590000,1.590255,1,1,-0.1122,0.00036380,-0.11769761,0.76030183,-9.05676523,-3.12889016
1.590184,1.590274,1,0,-0.1122,0.00036380,-0.11769761,0.76030183,-9.05676523,-3.12889016
1.594233,1.594482,1,1,-0.1122,0.00036380,-0.11769761,0.76030183,-9.05676523,-3.12889016
1.595000,1.595128,1,1,-0.1077,0.00110459,-0.11389611,0.77588487,-9.07240968,-3.23586094
1.598283,1.598537,1,0,-0.1077,0.00110459,-0.11389611,0.77588487,-9.07240968,-3.23586094
1.600000,1.600140,1,0,-0.1032,0.00182203,-0.11001668,0.79028030,-9.08858899,-3.33854152
1.602332,1.602579,1,1,-0.1032,0.00182203,-0.11001668,0.79028030,-9.08858899,-3.33854152
1.605000,1.605089,1,1,-0.0987,0.00251415,-0.10606528,0.80353016,-9.10528170,-3.43692732
1.606381,1.606513,1,0,-0.0987,0.00251415,-0.10606528,0.80353016,-9.10528170,-3.43692732
1.610000,1.610251,1,0,-0.0941,0.00317920,-0.10204763,0.81567587,-9.12246633,-3.53101026
1.610431,1.610534,1,1,-0.0941,0.00317920,-0.10204763,0.81567587,-9.12246633,-3.53101026
1.614480,1.614710,1,0,-0.0941,0.00317920,-0.10204763,0.81567587,-9.12246633,-3.53101026
1.615000,1.615145,1,0,-0.0896,0.00381569,-0.09796925,0.82675781,-9.14012138,-3.62077842
1.618529,1.618783,1,1,-0.0896,0.00381569,-0.09796925,0.82675781,-9.14012138,-3.62077842
1.620000,1.620128,1,1,-0.0850,0.00442229,-0.09383546,0.83681492,-9.15822528,-3.70621584
1.622579,1.622822,1,0,-0.0850,0.00442229,-0.09383546,0.83681492,-9.15822528,-3.70621584
1.625000,1.625130,1,0,-0.0804,0.00499787,-0.08965139,0.84588437,-9.17675635,-3.78730232
1.626628,1.626853,1,1,-0.0804,0.00499787,-0.08965139,0.84588437,-9.17675635,-3.78730232
1.630000,1.630128,1,1,-0.0758,0.00554144,-0.08542196,0.85400131,-9.19569287,-3.86401345
1.630677,1.630797,1,0,-0.0758,0.00554144,-0.08542196,0.85400131,-9.19569287,-3.86401345
1.634726,1.634842,1,1,-0.0758,0.00554144,-0.08542196,0.85400131,-9.19569287,-3.86401345
1.635000,1.635102,1,1,-0.0712,0.00605218,-0.08115196,0.86119857,-9.21501293,-3.93632064
1.638776,1.639026,1,0,-0.0712,0.00605218,-0.08115196,0.86119857,-9.21501293,-3.93632064
1.640000,1.640130,1,0,-0.0665,0.00652937,-0.07684596,0.86750647,-9.23469454,-4.00419130
1.642825,1.643076,1,1,-0.0665,0.00652937,-0.07684596,0.86750647,-9.23469454,-4.00419130
1.645000,1.645217,1,1,-0.0617,0.00697239,-0.07250843,0.87295267,-9.25471549,-4.06758906
1.646874,1.647105,1,0,-0.0617,0.00697239,-0.07250843,0.87295267,-9.25471549,-4.06758906
1.650000,1.650085,1,0,-0.0570,0.00738074,-0.06814367,0.87756197,-9.27505344,-4.12647408
1.650924,1.651043,1,1,-0.0570,0.00738074,-0.06814367,0.87756197,-9.27505344,-4.12647408
1.654973,1.655227,1,0,-0.0570,0.00738074,-0.06814367,0.87756197,-9.27505344,-4.12647408
1.655000,1.655248,1,0,-0.0521,0.00775398,-0.06375586,0.88135630,-9.29568581,-4.18080350
1.659022,1.659276,1,1,-0.0521,0.00775398,-0.06375586,0.88135630,-9.29568581,-4.18080350
1.660000,1.660122,1,1,-0.0473,0.00809175,-0.05934908,0.88435457,-9.31658983,-4.23053189
1.663072,1.663186,1,0,-0.0473,0.00809175,-0.05934908,0.88435457,-9.31658983,-4.23053189
1.665000,1.665226,1,0,-0.0423,0.00839375,-0.05492730,0.88657271,-9.33774249,-4.27561178
1.667121,1.667357,1,1,-0.0423,0.00839375,-0.05492730,0.88657271,-9.33774249,-4.27561178
1.670000,1.670250,1,1,-0.0374,0.00865974,-0.05049444,0.88802361,-9.35912054,-4.31599429
1.671170,1.671290,1,0,-0.0374,0.00865974,-0.05049444,0.88802361,-9.35912054,-4.31599429
1.675000,1.675262,1,0,-0.0323,0.00888953,-0.04605432,0.88871719,-9.38070052,-4.35162978
1.675220,1.675280,1,1,-0.0323,0.00888953,-0.04605432,0.88871719,-9.38070052,-4.35162978
1.679269,1.679539,1,0,-0.0323,0.00888953,-0.04605432,0.88871719,-9.38070052,-4.35162978
1.680000,1.680124,1,0,-0.0273,0.00908297,-0.04161074,0.88866044,-9.40245866,-4.38246858
1.683318,1.683585,1,1,-0.0273,0.00908297,-0.04161074,0.88866044,-9.40245866,-4.38246858
1.685000,1.685239,1,1,-0.0221,0.00923997,-0.03716744,0.88785755,-9.42437101,-4.40846174
1.687368,1.687605,1,0,-0.0221,0.00923997,-0.03716744,0.88785755,-9.42437101,-4.40846174
1.690000,1.690088,1,0,-0.0170,0.00936049,-0.03272815,0.88630999,-9.44641332,-4.42956182
1.691417,1.691593,1,1,-0.0170,0.00936049,-0.03272815,0.88630999,-9.44641332,-4.42956182
1.695000,1.695263,1,1,-0.0117,0.00944454,-0.02829660,0.88401668,-9.46856113,-4.44572375
1.695466,1.695534,1,0,-0.0117,0.00944454,-0.02829660,0.88401668,-9.46856113,-4.44572375
1.699516,1.699618,1,1,-0.0117,0.00944454,-0.02829660,0.88401668,-9.46856113,-4.44572375
1.700000,1.700132,1,1,-0.0065,0.00949219,-0.02387651,0.88097418,-9.49078974,-4.45690565
1.703565,1.703620,1,0,-0.0065,0.00949219,-0.02387651,0.88097418,-9.49078974,-4.45690565
1.705000,1.705240,1,0,-0.0012,0.00950355,-0.01947164,0.87717688,-9.51307427,-4.46306972
1.707614,1.707698,1,1,-0.0012,0.00950355,-0.01947164,0.87717688,-9.51307427,-4.46306972
1.710000,1.710249,1,1,0.0041,0.00947882,-0.01508576,0.87261724,-9.53538962,-4.46418313
1.711663,1.711752,1,0,0.0041,0.00947882,-0.01508576,0.87261724,-9.53538962,-4.46418313
1.715000,1.715239,1,0,0.0095,0.00941826,-0.01072267,0.86728606,-9.55771054,-4.46021885
1.715713,1.715836,1,1,0.0095,0.00941826,-0.01072267,0.86728606,-9.55771054,-4.46021885
1.719762,1.719879,1,0,0.0095,0.00941826,-0.01072267,0.86728606,-9.55771054,-4.46021885
1.720000,1.720070,1,0,0.0148,0.00932224,-0.00638624,0.86117274,-9.58001163,-4.45115658
1.723811,1.723928,1,1,0.0148,0.00932224,-0.00638624,0.86117274,-9.58001163,-4.45115658
1.725000,1.725237,1,1,0.0202,0.00919121,-0.00208038,0.85426559,-9.60226741,-4.43698352
1.727861,1.727995,1,0,0.0202,0.00919121,-0.00208038,0.85426559,-9.60226741,-4.43698352
1.730000,1.730152,1,0,0.0255,0.00902570,0.00219095,0.84655217,-9.62445233,-4.41769527
1.731910,1.732051,1,1,0.0255,0.00902570,0.00219095,0.84655217,-9.62445233,-4.41769527
1.735000,1.735255,1,1,0.0309,0.00882639,0.00642371,0.83801961,-9.64654081,-4.39329651
1.735959,1.736084,1,0,0.0309,0.00882639,0.00642371,0.83801961,-9.64654081,-4.39329651
1.740000,1.740132,1,0,0.0362,0.00859408,0.01061381,0.82865497,-9.66850729,-4.36380182
1.740009,1.740151,1,1,0.0362,0.00859408,0.01061381,0.82865497,-9.66850729,-4.36380182
1.744058,1.744192,1,0,0.0362,0.00859408,0.01061381,0.82865497,-9.66850729,-4.36380182
1.745000,1.745125,1,0,0.0414,0.00832968,0.01475708,0.81844561,-9.69032630,-4.32923628
1.748107,1.748240,1,1,0.0414,0.00832968,0.01475708,0.81844561,-9.69032630,-4.32923628
1.750000,1.750239,1,1,0.0467,0.00803427,0.01884931,0.80737957,-9.71197248,-4.28963610
1.752157,1.752291,1,0,0.0467,0.00803427,0.01884931,0.80737957,-9.71197248,-4.28963610
1.755000,1.755256,1,0,0.0518,0.00770907,0.02288621,0.79544593,-9.73342066,-4.24504914
1.756206,1.756316,1,1,0.0518,0.00770907,0.02288621,0.79544593,-9.73342066,-4.24504914
1.760000,1.760134,1,1,0.0569,0.00735547,0.02686344,0.78263518,-9.75464591,-4.19553534
1.760255,1.760319,1,0,0.0569,0.00735547,0.02686344,0.78263518,-9.75464591,-4.19553534
1.764305,1.764429,1,1,0.0569,0.00735547,0.02686344,0.78263518,-9.75464591,-4.19553534
1.765000,1.765141,1,1,0.0619,0.00697502,0.03077661,0.76893964,-9.77562358,-4.14116705
1.768354,1.768439,1,0,0.0619,0.00697502,0.03077661,0.76893964,-9.77562358,-4.14116705
1.770000,1.770220,1,0,0.0668,0.00656942,0.03462131,0.75435376,-9.79632942,-4.08202932
1.772403,1.772535,1,1,0.0668,0.00656942,0.03462131,0.75435376,-9.79632942,-4.08202932
1.775000,1.775136,1,1,0.0716,0.00614057,0.03839308,0.73887450,-9.81673957,-4.01821997
1.776453,1.776674,1,0,0.0716,0.00614057,0.03839308,0.73887450,-9.81673957,-4.01821997
1.780000,1.780134,1,0,0.0762,0.00569053,0.04208745,0.72250166,-9.83683067,-3.94984968
1.780502,1.780626,1,1,0.0762,0.00569053,0.04208745,0.72250166,-9.83683067,-3.94984968
1.784551,1.784774,1,0,0.0762,0.00569053,0.04208745,0.72250166,-9.83683067,-3.94984968
1.785000,1.785124,1,0,0.0808,0.00522151,0.04569996,0.70523816,-9.85657991,-3.87704189
1.788600,1.788818,1,1,0.0808,0.00522151,0.04569996,0.70523816,-9.85657991,-3.87704189
1.790000,1.790228,1,1,0.0851,0.00473589,0.04922615,0.68709031,-9.87596512,-3.79993261
1.792650,1.792873,1,0,0.0851,0.00473589,0.04922615,0.68709031,-9.87596512,-3.79993261
1.795000,1.795251,1,0,0.0893,0.00423621,0.05266160,0.66806809,-9.89496479,-3.71867007
1.796699,1.796926,1,1,0.0893,0.00423621,0.05266160,0.66806809,-9.89496479,-3.71867007
1.800000,1.800136,1,1,0.0933,0.00372512,0.05600195,0.64818528,-9.91355814,-3.63341436
1.800748,1.800872,1,0,0.0933,0.00372512,0.05600195,0.64818528,-9.91355814,-3.63341436
1.804798,1.805024,1,1,0.0933,0.00372512,0.05600195,0.64818528,-9.91355814,-3.63341436
1.805000,1.805046,1,1,0.0971,0.00320541,0.05924287,0.62745965,-9.93172521,-3.54433690
1.808847,1.809075,1,0,0.0971,0.00320541,0.05924287,0.62745965,-9.93172521,-3.54433690
1.810000,1.810229,1,0,0.1008,0.00267997,0.06238017,0.60591310,-9.94944689,-3.45161975
1.812896,1.813115,1,1,0.1008,0.00267997,0.06238017,0.60591310,-9.94944689,-3.45161975
1.815000,1.815236,1,1,0.1042,0.00215174,0.06540974,0.58357164,-9.96670499,-3.35545497
1.816946,1.817068,1,0,0.1042,0.00215174,0.06540974,0.58357164,-9.96670499,-3.35545497
1.820000,1.820130,1,0,0.1074,0.00162377,0.06832759,0.56046547,-9.98348227,-3.25604374
1.820995,1.821113,1,1,0.1074,0.00162377,0.06832759,0.56046547,-9.98348227,-3.25604374
1.825000,1.825227,1,1,0.1103,0.00109908,0.07112992,0.53662892,-9.99976249,-3.15359551
1.825044,1.825245,1,0,0.1103,0.00109908,0.07112992,0.53662892,-9.99976249,-3.15359551
1.829094,1.829329,1,1,0.1103,0.00109908,0.07112992,0.53662892,-9.99976249,-3.15359551
1.830000,1.830124,1,1,0.1131,0.00058074,0.07381307,0.51210032,-10.01553046,-3.04832703
1.833143,1.833379,1,0,0.1131,0.00058074,0.07381307,0.51210032,-10.01553046,-3.04832703
1.835000,1.835241,1,0,0.1155,0.00007177,0.07637357,0.48692191,-10.03077210,-2.94046133
1.837192,1.837428,1,1,0.1155,0.00007177,0.07637357,0.48692191,-10.03077210,-2.94046133
1.840000,1.840138,1,1,0.1178,-0.00042487,0.07880818,0.46113961,-10.04547440,-2.83022668
1.841242,1.841361,1,0,0.1178,-0.00042487,0.07880818,0.46113961,-10.04547440,-2.83022668
1.845000,1.845127,1,0,0.1198,-0.00090630,0.08111387,0.43480281,-10.05962554,-2.71785549
1.845291,1.845394,1,1,0.1198,-0.00090630,0.08111387,0.43480281,-10.05962554,-2.71785549
1.849340,1.849572,1,0,0.1198,-0.00090630,0.08111387,0.43480281,-10.05962554,-2.71785549
1.850000,1.850117,1,0,0.1215,-0.00136975,0.08328789,0.40796406,-10.07321482,-2.60358318
1.853390,1.853625,1,1,0.1215,-0.00136975,0.08328789,0.40796406,-10.07321482,-2.60358318
1.855000,1.855234,1,1,0.1230,-0.00181260,0.08532771,0.38067878,-10.08623273,-2.48764711
1.857439,1.857673,1,0,0.1230,-0.00181260,0.08532771,0.38067878,-10.08623273,-2.48764711
1.860000,1.860132,1,0,0.1243,-0.00223240,0.08723110,0.35300489,-10.09867097,-2.37028544
1.861488,1.861605,1,1,0.1243,-0.00223240,0.08723110,0.35300489,-10.09867097,-2.37028544
1.865000,1.865226,1,1,0.1253,-0.00262690,0.08899613,0.32500241,-10.11052239,-2.25173605
1.865537,1.865658,1,0,0.1253,-0.00262690,0.08899613,0.32500241,-10.11052239,-2.25173605
1.869587,1.869822,1,1,0.1253,-0.00262690,0.08899613,0.32500241,-10.11052239,-2.25173605
1.870000,1.870102,1,1,0.1261,-0.00299406,0.09062114,0.29673313,-10.12178107,-2.13223547
1.873636,1.873872,1,0,0.1261,-0.00299406,0.09062114,0.29673313,-10.12178107,-2.13223547
1.875000,1.875125,1,0,0.1266,-0.00333208,0.09210481,0.26826010,-10.13244225,-2.01201789
1.877685,1.877926,1,1,0.1266,-0.00333208,0.09210481,0.26826010,-10.13244225,-2.01201789
1.880000,1.880136,1,1,0.1269,-0.00363942,0.09344611,0.23964726,-10.14250234,-1.89131416
1.881735,1.881944,1,0,0.1269,-0.00363942,0.09344611,0.23964726,-10.14250234,-1.89131416
1.885000,1.885232,1,0,0.1269,-0.00391479,0.09464434,0.21095900,-10.15195891,-1.77035091
1.885784,1.885904,1,1,0.1269,-0.00391479,0.09464434,0.21095900,-10.15195891,-1.77035091
1.889833,1.890075,1,0,0.1269,-0.00391479,0.09464434,0.21095900,-10.15195891,-1.77035091
1.890000,1.890099,1,0,0.1267,-0.00415719,0.09569914,0.18225973,-10.16081067,-1.64934969
1.893883,1.894124,1,1,0.1267,-0.00415719,0.09569914,0.18225973,-10.16081067,-1.64934969
1.895000,1.895128,1,1,0.1263,-0.00436589,0.09661044,0.15361344,-10.16905742,-1.52852622
1.897932,1.898178,1,0,0.1263,-0.00436589,0.09661044,0.15361344,-10.16905742,-1.52852622
1.900000,1.900128,1,0,0.1257,-0.00454044,0.09737850,0.12508331,-10.17670005,-1.40808967
1.901981,1.902216,1,1,0.1257,-0.00454044,0.09737850,0.12508331,-10.17670005,-1.40808967
1.905000,1.905234,1,1,0.1249,-0.00468067,0.09800392,0.09673134,-10.18374049,-1.28824209
1.906031,1.906151,1,0,0.1249,-0.00468067,0.09800392,0.09673134,-10.18374049,-1.28824209
1.910000,1.910203,1,0,0.1239,-0.00478667,0.09848758,0.06861795,-10.19018171,-1.16917786
1.910080,1.910223,1,1,0.1239,-0.00478667,0.09848758,0.06861795,-10.19018171,-1.16917786
1.914129,1.914207,1,0,0.1239,-0.00478667,0.09848758,0.06861795,-10.19018171,-1.16917786
1.915000,1.915140,1,0,0.1227,-0.00485880,0.09883067,0.04080168,-10.19602759,-1.05108325
1.918179,1.918422,1,1,0.1227,-0.00485880,0.09883067,0.04080168,-10.19602759,-1.05108325
1.920000,1.920131,1,1,0.1213,-0.00489769,0.09903467,0.01333884,-10.20128301,-0.93413607
1.922228,1.922465,1,0,0.1213,-0.00489769,0.09903467,0.01333884,-10.20128301,-0.93413607
1.925000,1.925238,1,0,0.1198,-0.00490415,0.09910137,-0.01371670,-10.20595369,-0.81850539
1.926277,1.926399,1,1,0.1198,-0.00490415,0.09910137,-0.01371670,-10.20595369,-0.81850539
1.930000,1.930246,1,1,0.1181,-0.00487927,0.09903278,-0.04031380,-10.21004622,-0.70435132
1.930327,1.930391,1,0,0.1181,-0.00487927,0.09903278,-0.04031380,-10.21004622,-0.70435132
1.934376,1.934623,1,1,0.1181,-0.00487927,0.09903278,-0.04031380,-10.21004622,-0.70435132
1.935000,1.935124,1,1,0.1162,-0.00482428,0.09883122,-0.06640423,-10.21356797,-0.59182496
1.938425,1.938676,1,0,0.1162,-0.00482428,0.09883122,-0.06640423,-10.21356797,-0.59182496
1.940000,1.940126,1,0,0.1142,-0.00474063,0.09849919,-0.09194284,-10.21652710,-0.48106826
1.942474,1.942718,1,1,0.1142,-0.00474063,0.09849919,-0.09194284,-10.21652710,-0.48106826
1.945000,1.945240,1,1,0.1121,-0.00462990,0.09803948,-0.11688767,-10.21893244,-0.37221411
