Time,LED,Speaker,Control,Energy,Theta,dTheta,Phi,dPhi
0,0,0,0,-2,-3.1416,0,0,0
0,0,1,0,-2,-3.1416,0,0,0
0.005,0,1,-0.5,-2,-3.1416,0,0,0
0.00764,0,0,-0.5,-2,-3.1416,0,0,0
0.01,0,0,-0.5,-2,-3.1416,-0.0356,0,-0.0956
0.015,0,0,-0.5,-1.9999,-3.1416,-0.0712,-0.0001,-0.1912
0.01529,0,1,-0.5,-1.9999,-3.1416,-0.0712,-0.0001,-0.1912
0.02,0,1,-0.5,-1.9999,-3.1417,-0.1069,-0.0003,-0.2869
0.02293,0,0,-0.5,-1.9999,-3.1417,-0.1069,-0.0003,-0.2869
0.025,0,0,-0.5,-1.9997,-3.1418,-0.1425,-0.0006,-0.3825
0.03,0,0,-0.5,-1.9996,-3.1419,-0.1781,-0.001,-0.4781
0.03058,0,1,-0.5,-1.9996,-3.1419,-0.1781,-0.001,-0.4781
0.035,0,1,-0.5,-1.9994,-3.1421,-0.2137,-0.0014,-0.5737
0.03822,0,0,-0.5,-1.9994,-3.1421,-0.2137,-0.0014,-0.5737
0.04,0,0,-0.5,-1.9992,-3.1423,-0.2493,-0.002,-0.6694
0.045,0,0,-0.5,-1.999,-3.1426,-0.2849,-0.0027,-0.765
0.04586,0,1,-0.5,-1.999,-3.1426,-0.2849,-0.0027,-0.765
0.05,0,1,-0.5,-1.9987,-3.1429,-0.3205,-0.0034,-0.8606
0.05351,0,0,-0.5,-1.9987,-3.1429,-0.3205,-0.0034,-0.8606
0.055,0,0,-0.5,-1.9984,-3.1432,-0.356,-0.0043,-0.9562
0.06,0,0,-0.5,-1.9981,-3.1435,-0.3916,-0.0053,-1.0518
0.06115,0,1,-0.5,-1.9981,-3.1435,-0.3916,-0.0053,-1.0518
0.065,0,1,-0.5,-1.9977,-3.1439,-0.4272,-0.0063,-1.1475
0.0688,0,0,-0.5,-1.9977,-3.1439,-0.4272,-0.0063,-1.1475
0.07,0,0,-0.5,-1.9973,-3.1444,-0.4627,-0.0075,-1.2431
0.075,0,0,-0.5,-1.9969,-3.1448,-0.4982,-0.0087,-1.3387
0.07644,0,1,-0.5,-1.9969,-3.1448,-0.4982,-0.0087,-1.3387
0.08,0,1,-0.5,-1.9964,-3.1453,-0.5338,-0.01,-1.4343
0.08409,0,0,-0.5,-1.9964,-3.1453,-0.5338,-0.01,-1.4343
0.085,0,0,-0.5,-1.9959,-3.1459,-0.5693,-0.0115,-1.53
0.09,0,0,-0.5,-1.9954,-3.1464,-0.6048,-0.013,-1.6256
0.09173,0,1,-0.5,-1.9954,-3.1464,-0.6048,-0.013,-1.6256
0.095,0,1,-0.5,-1.9948,-3.147,-0.6402,-0.0146,-1.7212
0.09937,0,0,-0.5,-1.9948,-3.147,-0.6402,-0.0146,-1.7212
0.1,0,0,-0.5,-1.9942,-3.1477,-0.6757,-0.0164,-1.8168
0.105,0,0,-0.5,-1.9936,-3.1484,-0.7112,-0.0182,-1.9124
0.10702,0,1,-0.5,-1.9936,-3.1484,-0.7112,-0.0182,-1.9124
0.11,0,1,-0.5,-1.993,-3.1491,-0.7466,-0.0201,-2.008
0.11466,0,0,-0.5,-1.993,-3.1491,-0.7466,-0.0201,-2.008
0.115,0,0,-0.5,-1.9923,-3.1498,-0.782,-0.0221,-2.1037
0.12,0,0,-0.5,-1.9915,-3.1506,-0.8174,-0.0242,-2.1993
0.12231,0,1,-0.5,-1.9915,-3.1506,-0.8174,-0.0242,-2.1993
0.125,0,1,-0.5,-1.9908,-3.1514,-0.8528,-0.0264,-2.2949
0.12995,0,0,-0.5,-1.9908,-3.1514,-0.8528,-0.0264,-2.2949
0.13,0,0,-0.5,-1.99,-3.1523,-0.8881,-0.0287,-2.3905
0.135,0,0,-0.5,-1.9892,-3.1532,-0.9235,-0.0311,-2.4861
0.13759,0,1,-0.5,-1.9892,-3.1532,-0.9235,-0.0311,-2.4861
0.14,0,1,-0.5,-1.9883,-3.1541,-0.9588,-0.0336,-2.5817
0.145,0,1,-0.5,-1.9875,-3.155,-0.9941,-0.0361,-2.6774
0.14524,0,0,-0.5,-1.9875,-3.155,-0.9941,-0.0361,-2.6774
0.15,0,0,-0.5,-1.9865,-3.156,-1.0294,-0.0388,-2.773
0.15288,0,1,-0.5,-1.9865,-3.156,-1.0294,-0.0388,-2.773
0.155,0,1,-0.5,-1.9856,-3.1571,-1.0647,-0.0416,-2.8686
0.16,0,1,-0.5,-1.9846,-3.1581,-1.0999,-0.0445,-2.9642
0.16053,0,0,-0.5,-1.9846,-3.1581,-1.0999,-0.0445,-2.9642
0.165,0,0,-0.5,-1.9836,-3.1592,-1.1351,-0.0474,-3.0598
0.16817,0,1,-0.5,-1.9836,-3.1592,-1.1351,-0.0474,-3.0598
0.17,0,1,-0.5,-1.9826,-3.1604,-1.1704,-0.0505,-3.1554
0.175,0,1,-0.5,-1.9815,-3.1615,-1.2056,-0.0536,-3.251
0.17581,0,0,-0.5,-1.9815,-3.1615,-1.2056,-0.0536,-3.251
0.18,0,0,-0.5,-1.9804,-3.1627,-1.2408,-0.0569,-3.3466
0.18346,0,1,-0.5,-1.9804,-3.1627,-1.2408,-0.0569,-3.3466
0.185,0,1,-0.5,-1.9792,-3.164,-1.2759,-0.0602,-3.4422
0.19,0,1,-0.5,-1.9781,-3.1652,-1.3111,-0.0637,-3.5378
0.1911,0,0,-0.5,-1.9781,-3.1652,-1.3111,-0.0637,-3.5378
0.195,0,0,-0.5,-1.9769,-3.1666,-1.3463,-0.0672,-3.6334
0.19875,0,1,-0.5,-1.9769,-3.1666,-1.3463,-0.0672,-3.6334
0.2,0,1,-0.5,-1.9756,-3.1679,-1.3814,-0.0709,-3.729
0.205,0,1,-0.5,-1.9743,-3.1693,-1.4166,-0.0746,-3.8246
0.20639,0,0,-0.5,-1.9743,-3.1693,-1.4166,-0.0746,-3.8246
0.21,0,0,-0.5,-1.973,-3.1707,-1.4517,-0.0784,-3.9202
0.21403,0,1,-0.5,-1.973,-3.1707,-1.4517,-0.0784,-3.9202
0.215,0,1,-0.5,-1.9717,-3.1722,-1.4868,-0.0823,-4.0157
0.22,0,1,-0.5,-1.9703,-3.1736,-1.522,-0.0863,-4.1113
0.22168,0,0,-0.5,-1.9703,-3.1736,-1.522,-0.0863,-4.1113
0.225,0,0,-0.5,-1.9689,-3.1752,-1.5571,-0.0905,-4.2069
0.22932,0,1,-0.5,-1.9689,-3.1752,-1.5571,-0.0905,-4.2069
0.23,0,1,-0.5,-1.9674,-3.1767,-1.5922,-0.0947,-4.3025
0.235,0,1,-0.5,-1.966,-3.1783,-1.6274,-0.099,-4.398
0.23697,0,0,-0.5,-1.966,-3.1783,-1.6274,-0.099,-4.398
0.24,0,0,-0.5,-1.9644,-3.1799,-1.6625,-0.1034,-4.4936
0.24461,0,1,-0.5,-1.9644,-3.1799,-1.6625,-0.1034,-4.4936
0.245,0,1,-0.5,-1.9629,-3.1816,-1.6977,-0.1079,-4.5892
0.25,0,1,-0.5,-1.9613,-3.1833,-1.7328,-0.1124,-4.6847
0.25226,0,0,-0.5,-1.9613,-3.1833,-1.7328,-0.1124,-4.6847
0.255,0,0,-0.5,-1.9597,-3.185,-1.768,-0.1171,-4.7803
0.2599,0,1,-0.5,-1.9597,-3.185,-1.768,-0.1171,-4.7803
0.26,0,1,-0.5,-1.958,-3.1868,-1.8032,-0.1219,-4.8758
0.265,0,1,-0.5,-1.9563,-3.1886,-1.8384,-0.1268,-4.9714
0.26754,0,0,-0.5,-1.9563,-3.1886,-1.8384,-0.1268,-4.9714
0.27,0,0,-0.5,-1.9546,-3.1904,-1.8737,-0.1318,-5.0669
0.275,0,0,-0.5,-1.9528,-3.1923,-1.909,-0.1368,-5.1624
0.27519,0,1,-0.5,-1.9528,-3.1923,-1.909,-0.1368,-5.1624
0.28,0,1,-0.5,-1.951,-3.1942,-1.9443,-0.142,-5.258
0.28283,0,0,-0.5,-1.951,-3.1942,-1.9443,-0.142,-5.258
0.285,0,0,-0.5,-1.9491,-3.1962,-1.9797,-0.1472,-5.3535
0.29,0,0,-0.5,-1.9472,-3.1982,-2.0151,-0.1526,-5.449
0.29048,0,1,-0.5,-1.9472,-3.1982,-2.0151,-0.1526,-5.449
0.295,0,1,-0.5,-1.9453,-3.2002,-2.0505,-0.158,-5.5445
0.29812,0,0,-0.5,-1.9453,-3.2002,-2.0505,-0.158,-5.5445
0.3,0,0,-0.5,-1.9433,-3.2022,-2.086,-0.1636,-5.64
0.305,0,0,-0.5,-1.9413,-3.2043,-2.1216,-0.1692,-5.7355
0.30576,0,1,-0.5,-1.9413,-3.2043,-2.1216,-0.1692,-5.7355
0.31,0,1,-0.5,-1.9393,-3.2064,-2.1572,-0.175,-5.831
0.31341,0,0,-0.5,-1.9393,-3.2064,-2.1572,-0.175,-5.831
0.315,0,0,-0.5,-1.9372,-3.2086,-2.1929,-0.1808,-5.9265
0.32,0,0,-0.5,-1.935,-3.2108,-2.2286,-0.1867,-6.022
0.32105,0,1,-0.5,-1.935,-3.2108,-2.2286,-0.1867,-6.022
0.325,0,1,-0.5,-1.9329,-3.213,-2.2645,-0.1927,-6.1174
0.3287,0,0,-0.5,-1.9329,-3.213,-2.2645,-0.1927,-6.1174
0.33,0,0,-0.5,-1.9306,-3.2153,-2.3004,-0.1989,-6.2129
0.335,0,0,-0.5,-1.9283,-3.2176,-2.3364,-0.2051,-6.3084
0.33634,0,1,-0.5,-1.9283,-3.2176,-2.3364,-0.2051,-6.3084
0.34,0,1,-0.5,-1.926,-3.2199,-2.3725,-0.2114,-6.4038
0.34398,0,0,-0.5,-1.926,-3.2199,-2.3725,-0.2114,-6.4038
0.345,0,0,-0.5,-1.9237,-3.2223,-2.4087,-0.2178,-6.4993
0.35,0,0,-0.5,-1.9212,-3.2247,-2.4451,-0.2243,-6.5947
0.35163,0,1,-0.5,-1.9212,-3.2247,-2.4451,-0.2243,-6.5947
0.355,0,1,-0.5,-1.9188,-3.2271,-2.4815,-0.2309,-6.6901
0.35927,0,0,-0.5,-1.9188,-3.2271,-2.4815,-0.2309,-6.6901
0.36,0,0,-0.5,-1.9163,-3.2296,-2.5181,-0.2376,-6.7856
0.365,0,0,-0.5,-1.9137,-3.2321,-2.5548,-0.2444,-6.881
0.36692,0,1,-0.5,-1.9137,-3.2321,-2.5548,-0.2444,-6.881
0.37,0,1,-0.5,-1.9111,-3.2347,-2.5916,-0.2512,-6.9764
0.37456,0,0,-0.5,-1.9111,-3.2347,-2.5916,-0.2512,-6.9764
0.375,0,0,-0.5,-1.9084,-3.2373,-2.6286,-0.2582,-7.0718
0.38,0,0,-0.5,-1.9056,-3.2399,-2.6658,-0.2653,-7.1672
0.3822,0,1,-0.5,-1.9056,-3.2399,-2.6658,-0.2653,-7.1672
0.385,0,1,-0.5,-1.9029,-3.2426,-2.7031,-0.2725,-7.2626
0.38985,0,0,-0.5,-1.9029,-3.2426,-2.7031,-0.2725,-7.2626
0.39,0,0,-0.5,-1.9,-3.2453,-2.7406,-0.2797,-7.3579
0.395,0,0,-0.5,-1.8971,-3.248,-2.7783,-0.2871,-7.4533
0.39749,0,1,-0.5,-1.8971,-3.248,-2.7783,-0.2871,-7.4533
0.4,0,1,-0.5,-1.8941,-3.2508,-2.8162,-0.2945,-7.5487
0.405,0,1,-0.5,-1.8911,-3.2536,-2.8543,-0.3021,-7.644
0.40514,0,0,-0.5,-1.8911,-3.2536,-2.8543,-0.3021,-7.644
0.41,0,0,-0.5,-1.888,-3.2565,-2.8926,-0.3097,-7.7394
0.41278,0,1,-0.5,-1.888,-3.2565,-2.8926,-0.3097,-7.7394
0.415,0,1,-0.5,-1.8848,-3.2594,-2.9311,-0.3175,-7.8347
0.42,0,1,-0.5,-1.8816,-3.2623,-2.9699,-0.3253,-7.93
0.42043,0,0,-0.5,-1.8816,-3.2623,-2.9699,-0.3253,-7.93
0.425,0,0,-0.5,-1.8783,-3.2653,-3.0089,-0.3332,-8.0253
0.42807,0,1,-0.5,-1.8783,-3.2653,-3.0089,-0.3332,-8.0253
0.43,0,1,-0.5,-1.8749,-3.2683,-3.0482,-0.3413,-8.1206
0.435,0,1,-0.5,-1.8715,-3.2713,-3.0877,-0.3494,-8.2159
0.43571,0,0,-0.5,-1.8715,-3.2713,-3.0877,-0.3494,-8.2159
0.44,0,0,-0.5,-1.868,-3.2744,-3.1276,-0.3576,-8.3111
0.44336,0,1,-0.5,-1.868,-3.2744,-3.1276,-0.3576,-8.3111
0.445,0,1,-0.5,-1.8644,-3.2775,-3.1677,-0.3659,-8.4064
0.45,0,1,-0.5,-1.8607,-3.2807,-3.2081,-0.3743,-8.5016
0.451,0,0,-0.5,-1.8607,-3.2807,-3.2081,-0.3743,-8.5016
0.455,0,0,-0.5,-1.8569,-3.2839,-3.2488,-0.3828,-8.5969
0.45865,0,1,-0.5,-1.8569,-3.2839,-3.2488,-0.3828,-8.5969
0.46,0,1,-0.5,-1.8531,-3.2872,-3.2899,-0.3914,-8.6921
0.465,0,1,-0.5,-1.8491,-3.2904,-3.3313,-0.4001,-8.7872
0.46629,0,0,-0.5,-1.8491,-3.2904,-3.3313,-0.4001,-8.7872
0.47,0,0,-0.5,-1.8451,-3.2938,-3.3731,-0.4089,-8.8824
0.47393,0,1,-0.5,-1.8451,-3.2938,-3.3731,-0.4089,-8.8824
0.475,0,1,-0.5,-1.841,-3.2971,-3.4152,-0.4178,-8.9775
0.48,0,1,-0.5,-1.8368,-3.3006,-3.4577,-0.4267,-9.0726
0.48158,0,0,-0.5,-1.8368,-3.3006,-3.4577,-0.4267,-9.0726
0.485,0,0,-0.5,-1.8325,-3.304,-3.5006,-0.4358,-9.1677
0.48922,0,1,-0.5,-1.8325,-3.304,-3.5006,-0.4358,-9.1677
0.49,0,1,-0.5,-1.828,-3.3075,-3.544,-0.445,-9.2628
0.495,0,1,-0.5,-1.8235,-3.3111,-3.5877,-0.4542,-9.3578
0.49687,0,0,-0.5,-1.8235,-3.3111,-3.5877,-0.4542,-9.3578
0.5,0,0,-0.5,-1.8189,-3.3147,-3.6319,-0.4636,-9.4528
0.50451,0,1,-0.5,-1.8189,-3.3147,-3.6319,-0.4636,-9.4528
0.505,0,1,-0.5,-1.8141,-3.3183,-3.6766,-0.4731,-9.5477
0.51,0,1,-0.5,-1.8093,-3.322,-3.7217,-0.4826,-9.6426
0.51215,0,0,-0.5,-1.8093,-3.322,-3.7217,-0.4826,-9.6426
0.515,0,0,-0.5,-1.8043,-3.3257,-3.7674,-0.4922,-9.7375
0.5198,0,1,-0.5,-1.8043,-3.3257,-3.7674,-0.4922,-9.7375
0.52,0,1,-0.5,-1.7992,-3.3295,-3.8135,-0.502,-9.8323
0.525,0,1,-0.5,-1.794,-3.3333,-3.8601,-0.5118,-9.9271
0.52744,0,0,-0.5,-1.794,-3.3333,-3.8601,-0.5118,-9.9271
0.53,0,0,-0.5,-1.7886,-3.3371,-3.9073,-0.5217,-10.0219
0.535,0,0,-0.5,-1.7831,-3.341,-3.9551,-0.5318,-10.1165
0.53509,0,1,-0.5,-1.7831,-3.341,-3.9551,-0.5318,-10.1165
0.54,0,1,-0.5,-1.7775,-3.345,-4.0034,-0.5419,-10.2112
0.54273,0,0,-0.5,-1.7775,-3.345,-4.0034,-0.5419,-10.2112
0.545,0,0,-0.5,-1.7717,-3.349,-4.0523,-0.5521,-10.3057
0.55,0,0,-0.5,-1.7658,-3.353,-4.1019,-0.5624,-10.4002
0.55037,0,1,-0.5,-1.7658,-3.353,-4.1019,-0.5624,-10.4002
0.555,0,1,-0.5,-1.7597,-3.3571,-4.152,-0.5728,-10.4947
0.55802,0,0,-0.5,-1.7597,-3.3571,-4.152,-0.5728,-10.4947
0.56,0,0,-0.5,-1.7534,-3.3613,-4.2029,-0.5833,-10.5891
0.565,0,0,-0.5,-1.747,-3.3655,-4.2543,-0.5939,-10.6834
0.56566,0,1,-0.5,-1.747,-3.3655,-4.2543,-0.5939,-10.6834
0.57,0,1,-0.5,-1.7405,-3.3698,-4.3065,-0.6046,-10.7776
0.57331,0,0,-0.5,-1.7405,-3.3698,-4.3065,-0.6046,-10.7776
0.575,0,0,-0.5,-1.7337,-3.3741,-4.3594,-0.6153,-10.8718
0.58,0,0,-0.5,-1.7268,-3.3784,-4.413,-0.6262,-10.9659
0.58095,0,1,-0.5,-1.7268,-3.3784,-4.413,-0.6262,-10.9659
0.585,0,1,-0.5,-1.7196,-3.3828,-4.4673,-0.6372,-11.0599
0.5886,0,0,-0.5,-1.7196,-3.3828,-4.4673,-0.6372,-11.0599
0.59,0,0,-0.5,-1.7123,-3.3873,-4.5224,-0.6482,-11.1539
0.595,0,0,-0.5,-1.7048,-3.3918,-4.5783,-0.6594,-11.2478
0.59624,0,1,-0.5,-1.7048,-3.3918,-4.5783,-0.6594,-11.2478
0.6,0,1,-0.5,-1.6971,-3.3964,-4.635,-0.6706,-11.3416
0.60388,0,0,-0.5,-1.6971,-3.3964,-4.635,-0.6706,-11.3416
0.605,0,0,-0.5,-1.6891,-3.401,-4.6925,-0.682,-11.4353
0.61,0,0,-0.5,-1.681,-3.4057,-4.7509,-0.6934,-11.529
0.6111,0,1,-0.5,-1.681,-3.4057,-4.7509,-0.6934,-11.529
0.615,0,1,-0.5,-1.6726,-3.4105,-4.8101,-0.7049,-11.6226
0.61831,0,0,-0.5,-1.6726,-3.4105,-4.8101,-0.7049,-11.6226
0.62,0,0,-0.5,-1.664,-3.4153,-4.8703,-0.7166,-11.7161
0.625,0,0,-0.5,-1.6551,-3.4202,-4.9314,-0.7283,-11.8096
0.62553,0,1,-0.5,-1.6551,-3.4202,-4.9314,-0.7283,-11.8096
0.63,0,1,-0.5,-1.646,-3.4251,-4.9933,-0.7401,-11.903
0.63274,0,0,-0.5,-1.646,-3.4251,-4.9933,-0.7401,-11.903
0.635,0,0,-0.5,-1.6366,-3.4301,-5.0563,-0.752,-11.9963
0.63996,0,1,-0.5,-1.6366,-3.4301,-5.0563,-0.752,-11.9963
0.64,0,1,-0.5,-1.627,-3.4351,-5.1202,-0.764,-12.0896
0.645,0,1,-0.5,-1.617,-3.4403,-5.1852,-0.7761,-12.1828
0.64717,0,0,-0.5,-1.617,-3.4403,-5.1852,-0.7761,-12.1828
0.65,0,0,-0.5,-1.6068,-3.4454,-5.2512,-0.7883,-12.2761
0.65439,0,1,-0.5,-1.6068,-3.4454,-5.2512,-0.7883,-12.2761
0.655,0,1,-0.5,-1.5963,-3.4507,-5.3182,-0.8005,-12.3692
0.66,0,1,-0.5,-1.5855,-3.456,-5.3863,-0.8129,-12.4624
0.6616,0,0,-0.5,-1.5855,-3.456,-5.3863,-0.8129,-12.4624
0.665,0,0,-0.5,-1.5744,-3.4614,-5.4555,-0.8254,-12.5555
0.66882,0,1,-0.5,-1.5744,-3.4614,-5.4555,-0.8254,-12.5555
0.67,0,1,-0.5,-1.5629,-3.4669,-5.5258,-0.8379,-12.6486
0.675,0,1,-0.5,-1.5511,-3.4724,-5.5973,-0.8506,-12.7416
0.67603,0,0,-0.5,-1.5511,-3.4724,-5.5973,-0.8506,-12.7416
0.68,0,0,-0.5,-1.539,-3.478,-5.67,-0.8633,-12.8347
0.68325,0,1,-0.5,-1.539,-3.478,-5.67,-0.8633,-12.8347
0.685,0,1,-0.5,-1.5265,-3.4836,-5.7438,-0.8762,-12.9277
0.69,0,1,-0.5,-1.5136,-3.4894,-5.8189,-0.8891,-13.0207
0.69046,0,0,-0.5,-1.5136,-3.4894,-5.8189,-0.8891,-13.0207
0.695,0,0,-0.5,-1.5003,-3.4952,-5.8952,-0.9021,-13.1137
0.69768,0,1,-0.5,-1.5003,-3.4952,-5.8952,-0.9021,-13.1137
0.7,0,1,-0.5,-1.4867,-3.5011,-5.9728,-0.9152,-13.2067
0.70489,0,0,-0.5,-1.4867,-3.5011,-5.9728,-0.9152,-13.2067
0.705,0,0,-0.5,-1.4726,-3.5071,-6.0517,-0.9284,-13.2997
0.71,0,0,-0.5,-1.4581,-3.5131,-6.1319,-0.9417,-13.3926
0.71211,0,1,-0.5,-1.4581,-3.5131,-6.1319,-0.9417,-13.3926
0.715,0,1,-0.5,-1.4432,-3.5193,-6.2135,-0.9551,-13.4854
0.71932,0,0,-0.5,-1.4432,-3.5193,-6.2135,-0.9551,-13.4854
0.72,0,0,-0.5,-1.4278,-3.5255,-6.2964,-0.9686,-13.5782
0.725,0,0,-0.5,-1.4119,-3.5318,-6.3807,-0.9822,-13.6708
0.72654,0,1,-0.5,-1.4119,-3.5318,-6.3807,-0.9822,-13.6708
0.73,0,1,-0.5,-1.3956,-3.5382,-6.4665,-0.9959,-13.7634
0.73375,0,0,-0.5,-1.3956,-3.5382,-6.4665,-0.9959,-13.7634
0.735,0,0,-0.5,-1.3788,-3.5446,-6.5537,-1.0096,-13.8558
0.74,0,0,-0.5,-1.3615,-3.5512,-6.6423,-1.0235,-13.9481
0.74097,0,1,-0.5,-1.3615,-3.5512,-6.6423,-1.0235,-13.9481
0.745,0,1,-0.5,-1.3436,-3.5578,-6.7324,-1.0374,-14.0402
0.74818,0,0,-0.5,-1.3436,-3.5578,-6.7324,-1.0374,-14.0402
0.75,0,0,-0.5,-1.3252,-3.5645,-6.824,-1.0515,-14.132
0.755,0,0,-0.5,-1.3063,-3.5714,-6.9172,-1.0656,-14.2237
0.7554,0,1,-0.5,-1.3063,-3.5714,-6.9172,-1.0656,-14.2237
0.76,0,1,-0.5,-1.2868,-3.5783,-7.0119,-1.0798,-14.315
0.76261,0,0,-0.5,-1.2868,-3.5783,-7.0119,-1.0798,-14.315
0.765,0,0,-0.5,-1.2667,-3.5853,-7.1082,-1.0941,-14.4061
0.76983,0,1,-0.5,-1.2667,-3.5853,-7.1082,-1.0941,-14.4061
0.77,0,1,-0.5,-1.2459,-3.5924,-7.206,-1.1085,-14.4968
0.775,0,1,-0.5,-1.2246,-3.5996,-7.3055,-1.123,-14.5873
0.77704,0,0,-0.5,-1.2246,-3.5996,-7.3055,-1.123,-14.5873
0.78,0,0,-0.5,-1.2026,-3.6069,-7.4065,-1.1376,-14.6774
0.78426,0,1,-0.5,-1.2026,-3.6069,-7.4065,-1.1376,-14.6774
0.785,0,1,-0.5,-1.18,-3.6143,-7.5092,-1.1523,-14.7672
0.79,0,1,-0.5,-1.1566,-3.6218,-7.6135,-1.1671,-14.8566
0.79147,0,0,-0.5,-1.1566,-3.6218,-7.6135,-1.1671,-14.8566
0.795,0,0,-0.5,-1.1326,-3.6295,-7.7195,-1.1819,-14.9458
0.79869,0,1,-0.5,-1.1326,-3.6295,-7.7195,-1.1819,-14.9458
0.8,0,1,-0.5,-1.1079,-3.6372,-7.8272,-1.1969,-15.0347
0.805,0,1,-0.5,-1.0824,-3.645,-7.9365,-1.2119,-15.1234
0.8059,0,0,-0.5,-1.0824,-3.645,-7.9365,-1.2119,-15.1234
0.81,0,0,-0.5,-1.0562,-3.6529,-8.0475,-1.227,-15.2119
0.81312,0,1,-0.5,-1.0562,-3.6529,-8.0475,-1.227,-15.2119
0.815,0,1,-0.5,-1.0292,-3.661,-8.1603,-1.2422,-15.3002
0.82,0,1,-0.5,-1.0015,-3.6691,-8.2747,-1.2575,-15.3884
0.82,0,0,-0.5,-1.0015,-3.6691,-8.2747,-1.2575,-15.3884
0.825,0,0,-0.4864,-0.9729,-3.6774,-8.3908,-1.2729,-15.4766
0.82681,0,1,-0.4864,-0.9729,-3.6774,-8.3908,-1.2729,-15.4766
0.83,0,1,-0.4718,-0.9437,-3.6858,-8.5079,-1.2884,-15.5622
0.83362,0,0,-0.4718,-0.9437,-3.6858,-8.5079,-1.2884,-15.5622
0.835,0,0,-0.4569,-0.9138,-3.6943,-8.6257,-1.304,-15.6451
0.84,0,0,-0.4416,-0.8833,-3.7029,-8.7444,-1.3196,-15.7252
0.84043,0,1,-0.4416,-0.8833,-3.7029,-8.7444,-1.3196,-15.7252
0.845,0,1,-0.4261,-0.8521,-3.7117,-8.8637,-1.3353,-15.8026
0.84724,0,0,-0.4261,-0.8521,-3.7117,-8.8637,-1.3353,-15.8026
0.85,0,0,-0.4102,-0.8203,-3.7205,-8.9838,-1.3511,-15.8771
0.85405,0,1,-0.4102,-0.8203,-3.7205,-8.9838,-1.3511,-15.8771
0.855,0,1,-0.3939,-0.7879,-3.7295,-9.1044,-1.367,-15.9487
0.86,0,1,-0.3774,-0.7548,-3.7386,-9.2257,-1.383,-16.0173
0.86086,0,0,-0.3774,-0.7548,-3.7386,-9.2257,-1.383,-16.0173
0.865,0,0,-0.3605,-0.7211,-3.7479,-9.3474,-1.399,-16.0827
0.86767,0,1,-0.3605,-0.7211,-3.7479,-9.3474,-1.399,-16.0827
0.87,0,1,-0.3434,-0.6868,-3.7572,-9.4695,-1.4151,-16.1449
0.87448,0,0,-0.3434,-0.6868,-3.7572,-9.4695,-1.4151,-16.1449
0.875,0,0,-0.3259,-0.6518,-3.7667,-9.5921,-1.4312,-16.2037
0.88,0,0,-0.3082,-0.6163,-3.7763,-9.7149,-1.4474,-16.259
0.88129,0,1,-0.3082,-0.6163,-3.7763,-9.7149,-1.4474,-16.259
0.885,0,1,-0.2901,-0.5802,-3.786,-9.8379,-1.4637,-16.3106
0.8881,0,0,-0.2901,-0.5802,-3.786,-9.8379,-1.4637,-16.3106
0.89,0,0,-0.2718,-0.5435,-3.7958,-9.9611,-1.48,-16.3584
0.89491,0,1,-0.2718,-0.5435,-3.7958,-9.9611,-1.48,-16.3584
0.895,0,1,-0.2532,-0.5063,-3.8058,-10.0842,-1.4963,-16.4023
0.9,0,1,-0.2343,-0.4686,-3.8159,-10.2073,-1.5127,-16.4422
0.90172,0,0,-0.2343,-0.4686,-3.8159,-10.2073,-1.5127,-16.4422
0.905,0,0,-0.2152,-0.4304,-3.8261,-10.3303,-1.5292,-16.4779
0.90853,0,1,-0.2152,-0.4304,-3.8261,-10.3303,-1.5292,-16.4779
0.91,0,1,-0.1959,-0.3917,-3.8364,-10.4529,-1.5457,-16.5096
0.915,0,1,-0.1763,-0.3526,-3.8469,-10.5752,-1.5622,-16.537
0.91534,0,0,-0.1763,-0.3526,-3.8469,-10.5752,-1.5622,-16.537
0.92,0,0,-0.1565,-0.313,-3.8574,-10.6971,-1.5787,-16.5603
0.92215,0,1,-0.1565,-0.313,-3.8574,-10.6971,-1.5787,-16.5603
0.925,0,1,-0.1366,-0.2731,-3.8681,-10.8183,-1.5953,-16.5794
0.92896,0,0,-0.1366,-0.2731,-3.8681,-10.8183,-1.5953,-16.5794
0.93,0,0,-0.1164,-0.2329,-3.879,-10.9388,-1.6118,-16.5945
0.935,0,0,-0.0961,-0.1923,-3.8899,-11.0585,-1.6284,-16.6054
0.93577,0,1,-0.0961,-0.1923,-3.8899,-11.0585,-1.6284,-16.6054
0.94,0,1,-0.0757,-0.1515,-3.9009,-11.1772,-1.645,-16.6125
0.94258,0,0,-0.0757,-0.1515,-3.9009,-11.1772,-1.645,-16.6125
0.945,0,0,-0.0552,-0.1104,-3.9121,-11.2949,-1.6617,-16.6157
0.94939,0,1,-0.0552,-0.1104,-3.9121,-11.2949,-1.6617,-16.6157
0.95,0,1,-0.0346,-0.0691,-3.9234,-11.4115,-1.6783,-16.615
0.955,0,1,-0.0139,-0.0277,-3.9348,-11.5268,-1.6949,-16.6107
0.95582,0,0,-0.0139,-0.0277,-3.9348,-11.5268,-1.6949,-16.6107
0.96,0,0,0.0069,0.0138,-3.9464,-11.6407,-1.7115,-16.6028
0.96225,0,1,0.0069,0.0138,-3.9464,-11.6407,-1.7115,-16.6028
0.965,0,1,0.0277,0.0553,-3.958,-11.7531,-1.7281,-16.5912
0.96868,0,0,0.0277,0.0553,-3.958,-11.7531,-1.7281,-16.5912
