Time,LED,Speaker,Control,Energy,Theta,dTheta,Phi,dPhi
6.575,1,1,-0.0074,0.0051,-0.0622,-0.7473,-8.0701,5.2928
6.57806,1,0,-0.0074,0.0051,-0.0622,-0.7473,-8.0701,5.2928
6.58,1,0,-0.0095,0.0051,-0.063,-0.7504,-8.0648,5.2914
6.58211,1,1,-0.0095,0.0051,-0.063,-0.7504,-8.0648,5.2914
6.585,1,1,-0.0116,0.0051,-0.0637,-0.7535,-8.0595,5.2896
6.58616,1,0,-0.0116,0.0051,-0.0637,-0.7535,-8.0595,5.2896
6.59,1,0,-0.0138,0.0051,-0.0645,-0.7564,-8.0542,5.2874
6.59021,1,1,-0.0138,0.0051,-0.0645,-0.7564,-8.0542,5.2874
6.59426,1,0,-0.0138,0.0051,-0.0645,-0.7564,-8.0542,5.2874
6.595,1,0,-0.0159,0.0051,-0.0653,-0.7593,-8.0489,5.2848
6.59831,1,1,-0.0159,0.0051,-0.0653,-0.7593,-8.0489,5.2848
6.6,1,1,-0.0181,0.0051,-0.066,-0.762,-8.0437,5.2818
6.60236,1,0,-0.0181,0.0051,-0.066,-0.762,-8.0437,5.2818
6.605,1,0,-0.0202,0.0051,-0.0668,-0.7646,-8.0384,5.2784
6.60641,1,1,-0.0202,0.0051,-0.0668,-0.7646,-8.0384,5.2784
6.61,1,1,-0.0223,0.0051,-0.0675,-0.7671,-8.0331,5.2745
6.61046,1,0,-0.0223,0.0051,-0.0675,-0.7671,-8.0331,5.2745
6.61451,1,1,-0.0223,0.0051,-0.0675,-0.7671,-8.0331,5.2745
6.615,1,1,-0.0244,0.0051,-0.0683,-0.7695,-8.0278,5.2703
6.61856,1,0,-0.0244,0.0051,-0.0683,-0.7695,-8.0278,5.2703
6.62,1,0,-0.0265,0.0051,-0.0691,-0.7718,-8.0226,5.2657
6.62261,1,1,-0.0265,0.0051,-0.0691,-0.7718,-8.0226,5.2657
6.625,1,1,-0.0286,0.0051,-0.0699,-0.774,-8.0173,5.2606
6.62666,1,0,-0.0286,0.0051,-0.0699,-0.774,-8.0173,5.2606
6.63,1,0,-0.0307,0.0051,-0.0706,-0.7761,-8.012,5.2552
6.63071,1,1,-0.0307,0.0051,-0.0706,-0.7761,-8.012,5.2552
6.63476,1,0,-0.0307,0.0051,-0.0706,-0.7761,-8.012,5.2552
6.635,1,0,-0.0328,0.0051,-0.0714,-0.7781,-8.0068,5.2493
6.6388,1,1,-0.0328,0.0051,-0.0714,-0.7781,-8.0068,5.2493
6.64,1,1,-0.0349,0.0051,-0.0722,-0.78,-8.0015,5.2431
6.64285,1,0,-0.0349,0.0051,-0.0722,-0.78,-8.0015,5.2431
6.645,1,0,-0.037,0.005,-0.073,-0.7817,-7.9963,5.2364
6.6469,1,1,-0.037,0.005,-0.073,-0.7817,-7.9963,5.2364
6.65,1,1,-0.0391,0.005,-0.0737,-0.7834,-7.991,5.2294
6.65095,1,0,-0.0391,0.005,-0.0737,-0.7834,-7.991,5.2294
6.655,1,0,-0.0411,0.005,-0.0745,-0.7849,-7.9858,5.222
6.655,1,1,-0.0411,0.005,-0.0745,-0.7849,-7.9858,5.222
6.65905,1,0,-0.0411,0.005,-0.0745,-0.7849,-7.9858,5.222
6.66,1,0,-0.0432,0.005,-0.0753,-0.7863,-7.9806,5.2141
6.6631,1,1,-0.0432,0.005,-0.0753,-0.7863,-7.9806,5.2141
6.665,1,1,-0.0453,0.0049,-0.0761,-0.7877,-7.9754,5.2059
6.66715,1,0,-0.0453,0.0049,-0.0761,-0.7877,-7.9754,5.2059
6.67,1,0,-0.0473,0.0049,-0.0769,-0.7889,-7.9702,5.1973
6.6712,1,1,-0.0473,0.0049,-0.0769,-0.7889,-7.9702,5.1973
6.675,1,1,-0.0494,0.0048,-0.0777,-0.79,-7.965,5.1883
6.67525,1,0,-0.0494,0.0048,-0.0777,-0.79,-7.965,5.1883
6.6793,1,1,-0.0494,0.0048,-0.0777,-0.79,-7.965,5.1883
6.68,1,1,-0.0514,0.0048,-0.0785,-0.791,-7.9598,5.1789
6.68335,1,0,-0.0514,0.0048,-0.0785,-0.791,-7.9598,5.1789
6.685,1,0,-0.0534,0.0048,-0.0793,-0.7919,-7.9546,5.1691
6.6874,1,1,-0.0534,0.0048,-0.0793,-0.7919,-7.9546,5.1691
6.69,1,1,-0.0554,0.0047,-0.08,-0.7927,-7.9494,5.1589
6.69145,1,0,-0.0554,0.0047,-0.08,-0.7927,-7.9494,5.1589
6.695,1,0,-0.0574,0.0047,-0.0808,-0.7934,-7.9443,5.1483
6.69549,1,1,-0.0574,0.0047,-0.0808,-0.7934,-7.9443,5.1483
6.69954,1,0,-0.0574,0.0047,-0.0808,-0.7934,-7.9443,5.1483
6.7,1,0,-0.0594,0.0046,-0.0816,-0.794,-7.9391,5.1374
6.70359,1,1,-0.0594,0.0046,-0.0816,-0.794,-7.9391,5.1374
6.705,1,1,-0.0614,0.0046,-0.0824,-0.7945,-7.934,5.126
6.70764,1,0,-0.0614,0.0046,-0.0824,-0.7945,-7.934,5.126
6.71,1,0,-0.0634,0.0045,-0.0832,-0.7949,-7.9289,5.1143
6.71169,1,1,-0.0634,0.0045,-0.0832,-0.7949,-7.9289,5.1143
6.715,1,1,-0.0654,0.0044,-0.084,-0.7951,-7.9238,5.1022
6.71574,1,0,-0.0654,0.0044,-0.084,-0.7951,-7.9238,5.1022
6.71979,1,1,-0.0654,0.0044,-0.084,-0.7951,-7.9238,5.1022
6.72,1,1,-0.0674,0.0044,-0.0848,-0.7953,-7.9186,5.0898
6.72384,1,0,-0.0674,0.0044,-0.0848,-0.7953,-7.9186,5.0898
6.725,1,0,-0.0693,0.0043,-0.0856,-0.7954,-7.9136,5.0769
6.72789,1,1,-0.0693,0.0043,-0.0856,-0.7954,-7.9136,5.0769
6.73,1,1,-0.0713,0.0042,-0.0864,-0.7953,-7.9085,5.0637
6.73194,1,0,-0.0713,0.0042,-0.0864,-0.7953,-7.9085,5.0637
6.735,1,0,-0.0732,0.0042,-0.0872,-0.7952,-7.9034,5.0501
6.73599,1,1,-0.0732,0.0042,-0.0872,-0.7952,-7.9034,5.0501
6.74,1,1,-0.0751,0.0041,-0.088,-0.7949,-7.8984,5.0362
6.74004,1,0,-0.0751,0.0041,-0.088,-0.7949,-7.8984,5.0362
6.74409,1,1,-0.0751,0.0041,-0.088,-0.7949,-7.8984,5.0362
6.745,1,1,-0.0771,0.004,-0.0888,-0.7946,-7.8933,5.0218
6.74814,1,0,-0.0771,0.004,-0.0888,-0.7946,-7.8933,5.0218
6.75,1,0,-0.079,0.0039,-0.0896,-0.7941,-7.8883,5.0071
6.75219,1,1,-0.079,0.0039,-0.0896,-0.7941,-7.8883,5.0071
6.755,1,1,-0.0809,0.0039,-0.0904,-0.7935,-7.8833,4.9921
6.75623,1,0,-0.0809,0.0039,-0.0904,-0.7935,-7.8833,4.9921
6.76,1,0,-0.0828,0.0038,-0.0912,-0.7929,-7.8783,4.9767
6.76028,1,1,-0.0828,0.0038,-0.0912,-0.7929,-7.8783,4.9767
6.76433,1,0,-0.0828,0.0038,-0.0912,-0.7929,-7.8783,4.9767
6.765,1,0,-0.0846,0.0037,-0.092,-0.7921,-7.8733,4.9609
6.76838,1,1,-0.0846,0.0037,-0.092,-0.7921,-7.8733,4.9609
6.77,1,1,-0.0865,0.0036,-0.0928,-0.7912,-7.8684,4.9447
6.77243,1,0,-0.0865,0.0036,-0.0928,-0.7912,-7.8684,4.9447
6.775,1,0,-0.0883,0.0035,-0.0935,-0.7903,-7.8634,4.9282
6.77648,1,1,-0.0883,0.0035,-0.0935,-0.7903,-7.8634,4.9282
6.78,1,1,-0.0902,0.0034,-0.0943,-0.7892,-7.8585,4.9114
6.78053,1,0,-0.0902,0.0034,-0.0943,-0.7892,-7.8585,4.9114
6.78458,1,1,-0.0902,0.0034,-0.0943,-0.7892,-7.8585,4.9114
6.785,1,1,-0.092,0.0033,-0.0951,-0.788,-7.8536,4.8942
6.78863,1,0,-0.092,0.0033,-0.0951,-0.788,-7.8536,4.8942
6.79,1,0,-0.0938,0.0032,-0.0959,-0.7867,-7.8487,4.8766
6.79268,1,1,-0.0938,0.0032,-0.0959,-0.7867,-7.8487,4.8766
6.795,1,1,-0.0956,0.0031,-0.0967,-0.7853,-7.8438,4.8587
6.79673,1,0,-0.0956,0.0031,-0.0967,-0.7853,-7.8438,4.8587
6.8,1,0,-0.0974,0.003,-0.0975,-0.7839,-7.839,4.8405
6.80078,1,1,-0.0974,0.003,-0.0975,-0.7839,-7.839,4.8405
6.80483,1,0,-0.0974,0.003,-0.0975,-0.7839,-7.839,4.8405
6.805,1,0,-0.0992,0.0029,-0.0983,-0.7823,-7.8341,4.8219
6.80888,1,1,-0.0992,0.0029,-0.0983,-0.7823,-7.8341,4.8219
6.81,1,1,-0.101,0.0028,-0.0991,-0.7806,-7.8293,4.803
6.81292,1,0,-0.101,0.0028,-0.0991,-0.7806,-7.8293,4.803
6.815,1,0,-0.1027,0.0027,-0.0998,-0.7788,-7.8245,4.7837
6.81697,1,1,-0.1027,0.0027,-0.0998,-0.7788,-7.8245,4.7837
6.82,1,1,-0.1045,0.0025,-0.1006,-0.7769,-7.8197,4.7641
6.82102,1,0,-0.1045,0.0025,-0.1006,-0.7769,-7.8197,4.7641
6.825,1,0,-0.1062,0.0024,-0.1014,-0.7749,-7.8149,4.7442
6.82507,1,1,-0.1062,0.0024,-0.1014,-0.7749,-7.8149,4.7442
6.82912,1,0,-0.1062,0.0024,-0.1014,-0.7749,-7.8149,4.7442
6.83,1,0,-0.1079,0.0023,-0.1022,-0.7728,-7.8102,4.724
6.83317,1,1,-0.1079,0.0023,-0.1022,-0.7728,-7.8102,4.724
6.835,1,1,-0.1096,0.0022,-0.1029,-0.7707,-7.8055,4.7034
6.83722,1,0,-0.1096,0.0022,-0.1029,-0.7707,-7.8055,4.7034
6.84,1,0,-0.1113,0.0021,-0.1037,-0.7684,-7.8008,4.6825
6.84127,1,1,-0.1113,0.0021,-0.1037,-0.7684,-7.8008,4.6825
6.845,1,1,-0.113,0.0019,-0.1045,-0.766,-7.7961,4.6612
6.84532,1,0,-0.113,0.0019,-0.1045,-0.766,-7.7961,4.6612
6.84937,1,1,-0.113,0.0019,-0.1045,-0.766,-7.7961,4.6612
6.85,1,1,-0.1146,0.0018,-0.1052,-0.7635,-7.7914,4.6397
6.85342,1,0,-0.1146,0.0018,-0.1052,-0.7635,-7.7914,4.6397
6.855,1,0,-0.1163,0.0017,-0.106,-0.7609,-7.7868,4.6178
6.85747,1,1,-0.1163,0.0017,-0.106,-0.7609,-7.7868,4.6178
6.86,1,1,-0.1179,0.0015,-0.1068,-0.7583,-7.7822,4.5957
6.86152,1,0,-0.1179,0.0015,-0.1068,-0.7583,-7.7822,4.5957
6.865,1,0,-0.1195,0.0014,-0.1075,-0.7555,-7.7776,4.5732
6.86557,1,1,-0.1195,0.0014,-0.1075,-0.7555,-7.7776,4.5732
6.86962,1,0,-0.1195,0.0014,-0.1075,-0.7555,-7.7776,4.5732
6.87,1,0,-0.1211,0.0013,-0.1083,-0.7526,-7.773,4.5504
6.87366,1,1,-0.1211,0.0013,-0.1083,-0.7526,-7.773,4.5504
6.875,1,1,-0.1227,0.0011,-0.109,-0.7497,-7.7685,4.5273
6.87771,1,0,-0.1227,0.0011,-0.109,-0.7497,-7.7685,4.5273
6.88,1,0,-0.1242,0.001,-0.1098,-0.7466,-7.7639,4.5039
6.88176,1,1,-0.1242,0.001,-0.1098,-0.7466,-7.7639,4.5039
6.885,1,1,-0.1258,0.0009,-0.1105,-0.7435,-7.7594,4.4802
6.88581,1,0,-0.1258,0.0009,-0.1105,-0.7435,-7.7594,4.4802
6.88986,1,1,-0.1258,0.0009,-0.1105,-0.7435,-7.7594,4.4802
6.89,1,1,-0.1273,0.0007,-0.1113,-0.7402,-7.7549,4.4562
6.89391,1,0,-0.1273,0.0007,-0.1113,-0.7402,-7.7549,4.4562
6.895,1,0,-0.1288,0.0006,-0.112,-0.7369,-7.7505,4.4319
6.89796,1,1,-0.1288,0.0006,-0.112,-0.7369,-7.7505,4.4319
6.9,1,1,-0.1303,0.0004,-0.1127,-0.7335,-7.7461,4.4074
6.90201,1,0,-0.1303,0.0004,-0.1127,-0.7335,-7.7461,4.4074
6.905,1,0,-0.1318,0.0003,-0.1135,-0.7299,-7.7416,4.3825
6.90606,1,1,-0.1318,0.0003,-0.1135,-0.7299,-7.7416,4.3825
6.91,1,1,-0.1333,0.0001,-0.1142,-0.7263,-7.7373,4.3574
6.91011,1,0,-0.1333,0.0001,-0.1142,-0.7263,-7.7373,4.3574
6.91416,1,1,-0.1333,0.0001,-0.1142,-0.7263,-7.7373,4.3574
6.915,1,1,-0.1347,0,-0.1149,-0.7226,-7.7329,4.3319
6.91821,1,0,-0.1347,0,-0.1149,-0.7226,-7.7329,4.3319
6.92,1,0,-0.1362,-0.0002,-0.1157,-0.7188,-7.7286,4.3062
6.92226,1,1,-0.1362,-0.0002,-0.1157,-0.7188,-7.7286,4.3062
6.925,1,1,-0.1376,-0.0003,-0.1164,-0.7149,-7.7243,4.2803
6.92631,1,0,-0.1376,-0.0003,-0.1164,-0.7149,-7.7243,4.2803
6.93,1,0,-0.139,-0.0005,-0.1171,-0.711,-7.72,4.254
6.93036,1,1,-0.139,-0.0005,-0.1171,-0.711,-7.72,4.254
6.9344,1,0,-0.139,-0.0005,-0.1171,-0.711,-7.72,4.254
6.935,1,0,-0.1404,-0.0006,-0.1178,-0.7069,-7.7157,4.2275
6.93845,1,1,-0.1404,-0.0006,-0.1178,-0.7069,-7.7157,4.2275
6.94,1,1,-0.1417,-0.0008,-0.1185,-0.7027,-7.7115,4.2008
6.9425,1,0,-0.1417,-0.0008,-0.1185,-0.7027,-7.7115,4.2008
6.945,1,0,-0.1431,-0.001,-0.1192,-0.6985,-7.7073,4.1737
6.94655,1,1,-0.1431,-0.001,-0.1192,-0.6985,-7.7073,4.1737
6.95,1,1,-0.1444,-0.0011,-0.1199,-0.6942,-7.7031,4.1465
6.9506,1,0,-0.1444,-0.0011,-0.1199,-0.6942,-7.7031,4.1465
6.95465,1,1,-0.1444,-0.0011,-0.1199,-0.6942,-7.7031,4.1465
6.955,1,1,-0.1457,-0.0013,-0.1206,-0.6898,-7.699,4.1189
6.9587,1,0,-0.1457,-0.0013,-0.1206,-0.6898,-7.699,4.1189
6.96,1,0,-0.147,-0.0014,-0.1213,-0.6853,-7.6949,4.0911
6.96275,1,1,-0.147,-0.0014,-0.1213,-0.6853,-7.6949,4.0911
6.965,1,1,-0.1483,-0.0016,-0.122,-0.6807,-7.6908,4.0631
6.9668,1,0,-0.1483,-0.0016,-0.122,-0.6807,-7.6908,4.0631
6.97,1,0,-0.1495,-0.0018,-0.1227,-0.676,-7.6867,4.0348
6.97085,1,1,-0.1495,-0.0018,-0.1227,-0.676,-7.6867,4.0348
6.9749,1,0,-0.1495,-0.0018,-0.1227,-0.676,-7.6867,4.0348
6.975,1,0,-0.1507,-0.0019,-0.1233,-0.6713,-7.6827,4.0063
6.97895,1,1,-0.1507,-0.0019,-0.1233,-0.6713,-7.6827,4.0063
6.98,1,1,-0.152,-0.0021,-0.124,-0.6664,-7.6787,3.9776
6.983,1,0,-0.152,-0.0021,-0.124,-0.6664,-7.6787,3.9776
6.985,1,0,-0.1532,-0.0022,-0.1247,-0.6615,-7.6747,3.9486
6.98705,1,1,-0.1532,-0.0022,-0.1247,-0.6615,-7.6747,3.9486
6.99,1,1,-0.1543,-0.0024,-0.1253,-0.6565,-7.6707,3.9194
6.99109,1,0,-0.1543,-0.0024,-0.1253,-0.6565,-7.6707,3.9194
6.995,1,0,-0.1555,-0.0026,-0.126,-0.6514,-7.6668,3.89
6.99514,1,1,-0.1555,-0.0026,-0.126,-0.6514,-7.6668,3.89
6.99919,1,0,-0.1555,-0.0026,-0.126,-0.6514,-7.6668,3.89
7,1,0,-0.1566,-0.0027,-0.1266,-0.6463,-7.6629,3.8603
7.00324,1,1,-0.1566,-0.0027,-0.1266,-0.6463,-7.6629,3.8603
7.005,1,1,-0.1578,-0.0029,-0.1273,-0.641,-7.6591,3.8305
7.00729,1,0,-0.1578,-0.0029,-0.1273,-0.641,-7.6591,3.8305
7.01,1,0,-0.1589,-0.0031,-0.1279,-0.6357,-7.6552,3.8004
7.01134,1,1,-0.1589,-0.0031,-0.1279,-0.6357,-7.6552,3.8004
7.015,1,1,-0.16,-0.0032,-0.1286,-0.6303,-7.6514,3.7701
7.01539,1,0,-0.16,-0.0032,-0.1286,-0.6303,-7.6514,3.7701
7.01944,1,1,-0.16,-0.0032,-0.1286,-0.6303,-7.6514,3.7701
7.02,1,1,-0.161,-0.0034,-0.1292,-0.6249,-7.6477,3.7396
7.02349,1,0,-0.161,-0.0034,-0.1292,-0.6249,-7.6477,3.7396
7.025,1,0,-0.1621,-0.0036,-0.1298,-0.6193,-7.6439,3.7089
7.02754,1,1,-0.1621,-0.0036,-0.1298,-0.6193,-7.6439,3.7089
7.03,1,1,-0.1631,-0.0038,-0.1304,-0.6137,-7.6402,3.678
7.03159,1,0,-0.1631,-0.0038,-0.1304,-0.6137,-7.6402,3.678
7.035,1,0,-0.1641,-0.0039,-0.1311,-0.608,-7.6365,3.6469
7.03564,1,1,-0.1641,-0.0039,-0.1311,-0.608,-7.6365,3.6469
7.03969,1,0,-0.1641,-0.0039,-0.1311,-0.608,-7.6365,3.6469
7.04,1,0,-0.1651,-0.0041,-0.1317,-0.6023,-7.6329,3.6156
7.04374,1,1,-0.1651,-0.0041,-0.1317,-0.6023,-7.6329,3.6156
7.045,1,1,-0.166,-0.0043,-0.1323,-0.5964,-7.6293,3.5842
7.04779,1,0,-0.166,-0.0043,-0.1323,-0.5964,-7.6293,3.5842
7.05,1,0,-0.167,-0.0044,-0.1329,-0.5905,-7.6257,3.5525
7.05183,1,1,-0.167,-0.0044,-0.1329,-0.5905,-7.6257,3.5525
7.055,1,1,-0.1679,-0.0046,-0.1335,-0.5846,-7.6221,3.5207
7.05588,1,0,-0.1679,-0.0046,-0.1335,-0.5846,-7.6221,3.5207
7.05993,1,1,-0.1679,-0.0046,-0.1335,-0.5846,-7.6221,3.5207
7.06,1,1,-0.1688,-0.0048,-0.134,-0.5785,-7.6186,3.4887
7.06398,1,0,-0.1688,-0.0048,-0.134,-0.5785,-7.6186,3.4887
7.065,1,0,-0.1697,-0.0049,-0.1346,-0.5724,-7.6151,3.4565
7.06803,1,1,-0.1697,-0.0049,-0.1346,-0.5724,-7.6151,3.4565
7.07,1,1,-0.1706,-0.0051,-0.1352,-0.5662,-7.6117,3.4241
7.07208,1,0,-0.1706,-0.0051,-0.1352,-0.5662,-7.6117,3.4241
7.075,1,0,-0.1714,-0.0053,-0.1358,-0.56,-7.6083,3.3916
7.07613,1,1,-0.1714,-0.0053,-0.1358,-0.56,-7.6083,3.3916
7.08,1,1,-0.1723,-0.0054,-0.1363,-0.5537,-7.6049,3.3589
7.08018,1,0,-0.1723,-0.0054,-0.1363,-0.5537,-7.6049,3.3589
7.08423,1,1,-0.1723,-0.0054,-0.1363,-0.5537,-7.6049,3.3589
7.085,1,1,-0.1731,-0.0056,-0.1369,-0.5473,-7.6015,3.3261
7.08828,1,0,-0.1731,-0.0056,-0.1369,-0.5473,-7.6015,3.3261
7.09,1,0,-0.1739,-0.0057,-0.1374,-0.5409,-7.5982,3.2931
7.09233,1,1,-0.1739,-0.0057,-0.1374,-0.5409,-7.5982,3.2931
7.095,1,1,-0.1746,-0.0059,-0.138,-0.5344,-7.5949,3.26
7.09638,1,0,-0.1746,-0.0059,-0.138,-0.5344,-7.5949,3.26
7.1,1,0,-0.1754,-0.0061,-0.1385,-0.5278,-7.5916,3.2267
7.10043,1,1,-0.1754,-0.0061,-0.1385,-0.5278,-7.5916,3.2267
7.10448,1,0,-0.1754,-0.0061,-0.1385,-0.5278,-7.5916,3.2267
7.105,1,0,-0.1761,-0.0062,-0.139,-0.5212,-7.5884,3.1933
7.10852,1,1,-0.1761,-0.0062,-0.139,-0.5212,-7.5884,3.1933
7.11,1,1,-0.1768,-0.0064,-0.1395,-0.5146,-7.5852,3.1597
7.11257,1,0,-0.1768,-0.0064,-0.1395,-0.5146,-7.5852,3.1597
7.115,1,0,-0.1775,-0.0065,-0.1401,-0.5078,-7.5821,3.126
7.11662,1,1,-0.1775,-0.0065,-0.1401,-0.5078,-7.5821,3.126
7.12,1,1,-0.1782,-0.0067,-0.1406,-0.501,-7.5789,3.0922
7.12067,1,0,-0.1782,-0.0067,-0.1406,-0.501,-7.5789,3.0922
7.12472,1,1,-0.1782,-0.0067,-0.1406,-0.501,-7.5789,3.0922
7.125,1,1,-0.1788,-0.0069,-0.1411,-0.4942,-7.5758,3.0582
7.12877,1,0,-0.1788,-0.0069,-0.1411,-0.4942,-7.5758,3.0582
7.13,1,0,-0.1794,-0.007,-0.1416,-0.4873,-7.5728,3.0241
7.13282,1,1,-0.1794,-0.007,-0.1416,-0.4873,-7.5728,3.0241
7.135,1,1,-0.1801,-0.0072,-0.142,-0.4804,-7.5697,2.9899
7.13687,1,0,-0.1801,-0.0072,-0.142,-0.4804,-7.5697,2.9899
7.14,1,0,-0.1806,-0.0073,-0.1425,-0.4734,-7.5668,2.9556
7.14092,1,1,-0.1806,-0.0073,-0.1425,-0.4734,-7.5668,2.9556
7.14497,1,0,-0.1806,-0.0073,-0.1425,-0.4734,-7.5668,2.9556
7.145,1,0,-0.1812,-0.0075,-0.143,-0.4663,-7.5638,2.9212
7.14902,1,1,-0.1812,-0.0075,-0.143,-0.4663,-7.5638,2.9212
7.15,1,1,-0.1818,-0.0076,-0.1435,-0.4592,-7.5609,2.8867
7.15307,1,0,-0.1818,-0.0076,-0.1435,-0.4592,-7.5609,2.8867
7.155,1,0,-0.1823,-0.0078,-0.1439,-0.4521,-7.558,2.852
7.15712,1,1,-0.1823,-0.0078,-0.1439,-0.4521,-7.558,2.852
7.16,1,1,-0.1828,-0.0079,-0.1444,-0.4449,-7.5551,2.8173
7.16117,1,0,-0.1828,-0.0079,-0.1444,-0.4449,-7.5551,2.8173
7.165,1,0,-0.1833,-0.0081,-0.1448,-0.4377,-7.5523,2.7824
7.16522,1,1,-0.1833,-0.0081,-0.1448,-0.4377,-7.5523,2.7824
7.16926,1,0,-0.1833,-0.0081,-0.1448,-0.4377,-7.5523,2.7824
7.17,1,0,-0.1838,-0.0082,-0.1453,-0.4304,-7.5495,2.7475
7.17331,1,1,-0.1838,-0.0082,-0.1453,-0.4304,-7.5495,2.7475
7.175,1,1,-0.1842,-0.0083,-0.1457,-0.4231,-7.5468,2.7125
7.17736,1,0,-0.1842,-0.0083,-0.1457,-0.4231,-7.5468,2.7125
7.18,1,0,-0.1847,-0.0085,-0.1461,-0.4157,-7.5441,2.6774
7.18141,1,1,-0.1847,-0.0085,-0.1461,-0.4157,-7.5441,2.6774
7.185,1,1,-0.1851,-0.0086,-0.1465,-0.4083,-7.5414,2.6422
7.18546,1,0,-0.1851,-0.0086,-0.1465,-0.4083,-7.5414,2.6422
7.18951,1,1,-0.1851,-0.0086,-0.1465,-0.4083,-7.5414,2.6422
7.19,1,1,-0.1855,-0.0088,-0.1469,-0.4008,-7.5388,2.6069
7.19356,1,0,-0.1855,-0.0088,-0.1469,-0.4008,-7.5388,2.6069
7.195,1,0,-0.1859,-0.0089,-0.1473,-0.3934,-7.5362,2.5716
7.19761,1,1,-0.1859,-0.0089,-0.1473,-0.3934,-7.5362,2.5716
7.2,1,1,-0.1862,-0.009,-0.1477,-0.3858,-7.5336,2.5362
7.20166,1,0,-0.1862,-0.009,-0.1477,-0.3858,-7.5336,2.5362
7.205,1,0,-0.1866,-0.0091,-0.1481,-0.3783,-7.5311,2.5007
7.20571,1,1,-0.1866,-0.0091,-0.1481,-0.3783,-7.5311,2.5007
7.20976,1,0,-0.1866,-0.0091,-0.1481,-0.3783,-7.5311,2.5007
7.21,1,0,-0.1869,-0.0093,-0.1485,-0.3707,-7.5285,2.4651
7.21381,1,1,-0.1869,-0.0093,-0.1485,-0.3707,-7.5285,2.4651
7.215,1,1,-0.1872,-0.0094,-0.1489,-0.3631,-7.5261,2.4295
7.21786,1,0,-0.1872,-0.0094,-0.1489,-0.3631,-7.5261,2.4295
7.22,1,0,-0.1875,-0.0095,-0.1492,-0.3554,-7.5237,2.3939
7.22191,1,1,-0.1875,-0.0095,-0.1492,-0.3554,-7.5237,2.3939
7.225,1,1,-0.1877,-0.0096,-0.1496,-0.3477,-7.5213,2.3582
7.22596,1,0,-0.1877,-0.0096,-0.1496,-0.3477,-7.5213,2.3582
7.23,1,0,-0.188,-0.0098,-0.1499,-0.34,-7.5189,2.3224
7.23,1,1,-0.188,-0.0098,-0.1499,-0.34,-7.5189,2.3224
7.23405,1,0,-0.188,-0.0098,-0.1499,-0.34,-7.5189,2.3224
7.235,1,0,-0.1882,-0.0099,-0.1503,-0.3322,-7.5166,2.2866
7.2381,1,1,-0.1882,-0.0099,-0.1503,-0.3322,-7.5166,2.2866
7.24,1,1,-0.1884,-0.01,-0.1506,-0.3245,-7.5143,2.2507
7.24215,1,0,-0.1884,-0.01,-0.1506,-0.3245,-7.5143,2.2507
7.245,1,0,-0.1886,-0.0101,-0.1509,-0.3167,-7.512,2.2148
7.2462,1,1,-0.1886,-0.0101,-0.1509,-0.3167,-7.512,2.2148
7.25,1,1,-0.1888,-0.0102,-0.1512,-0.3088,-7.5098,2.1789
7.25025,1,0,-0.1888,-0.0102,-0.1512,-0.3088,-7.5098,2.1789
7.2543,1,1,-0.1888,-0.0102,-0.1512,-0.3088,-7.5098,2.1789
7.255,1,1,-0.189,-0.0103,-0.1516,-0.301,-7.5076,2.1429
7.25835,1,0,-0.189,-0.0103,-0.1516,-0.301,-7.5076,2.1429
7.26,1,0,-0.1891,-0.0104,-0.1519,-0.2931,-7.5055,2.1069
7.2624,1,1,-0.1891,-0.0104,-0.1519,-0.2931,-7.5055,2.1069
7.265,1,1,-0.1892,-0.0105,-0.1521,-0.2852,-7.5034,2.0709
7.26645,1,0,-0.1892,-0.0105,-0.1521,-0.2852,-7.5034,2.0709
7.27,1,0,-0.1893,-0.0106,-0.1524,-0.2773,-7.5013,2.0348
7.2705,1,1,-0.1893,-0.0106,-0.1524,-0.2773,-7.5013,2.0348
7.27455,1,0,-0.1893,-0.0106,-0.1524,-0.2773,-7.5013,2.0348
7.275,1,0,-0.1894,-0.0107,-0.1527,-0.2694,-7.4993,1.9988
7.2786,1,1,-0.1894,-0.0107,-0.1527,-0.2694,-7.4993,1.9988
7.28,1,1,-0.1895,-0.0108,-0.153,-0.2614,-7.4973,1.9627
7.28265,1,0,-0.1895,-0.0108,-0.153,-0.2614,-7.4973,1.9627
7.285,1,0,-0.1896,-0.0109,-0.1532,-0.2534,-7.4953,1.9266
7.28669,1,1,-0.1896,-0.0109,-0.1532,-0.2534,-7.4953,1.9266
7.29,1,1,-0.1896,-0.011,-0.1535,-0.2455,-7.4934,1.8905
7.29074,1,0,-0.1896,-0.011,-0.1535,-0.2455,-7.4934,1.8905
7.29479,1,1,-0.1896,-0.011,-0.1535,-0.2455,-7.4934,1.8905
7.295,1,1,-0.1896,-0.0111,-0.1537,-0.2375,-7.4915,1.8543
7.29884,1,0,-0.1896,-0.0111,-0.1537,-0.2375,-7.4915,1.8543
7.3,1,0,-0.1896,-0.0112,-0.154,-0.2294,-7.4897,1.8182
7.30289,1,1,-0.1896,-0.0112,-0.154,-0.2294,-7.4897,1.8182
7.305,1,1,-0.1896,-0.0112,-0.1542,-0.2214,-7.4878,1.7821
7.30694,1,0,-0.1896,-0.0112,-0.1542,-0.2214,-7.4878,1.7821
